﻿KOMMUNE;KOMMUNENUMMER;Bolig-Norgespris;Bolig-alle;Bolig-andel;Fritid-Norgespris;Fritid-alle;Fritid-andel;incr_oct;incr_nov;incr_dec;incr_Q4;incr_jan;incr_feb;incr_mar;incr_Q1; okt_2025 ; nov_2025 ; des_2025 ; q4_2025 ;jan_2026;feb_2026;mar_2026; q1_2026 ;okt_2024;nov_2024;des_2024; q4_2024 ;jan_2025;feb_2025;mar_2025; q1_2025;Fylke;Region;incr_jan;;MUNICIPALITY_NUMBER;NAME;okt_2024;nov_2024;des_2024;jan_2024;feb_2024;mar_2024;apr_1_5_2024;sum_2024;okt_2025;nov_2025;des_2025;jan_2025;feb_2025;mar_2025;apr_1_5_2025;sum_2025;okt_2026;nov_2026;des_2026;jan_2026;feb_2026;mar_2026;apr_1_5_2026;sum_2026;sesong_2024_2025;sesong_2025_2026;sum_alle_valgte_perioder;;;;;;;
Nes;3228;5855;10698;0,55;189;389;49 %;6 %;1 %;-2 %;1 %;14 %;19 %;7 %;13 %; 14 892 880 ; 18 498 524 ; 20 648 027 ; 54 039 431 ; 27 034 884 ; 24 644 216 ; 19 124 754 ; 70 803 854 ; 14 090 583 ; 18 328 299 ; 21 120 683 ; 53 539 565 ; 23 801 693 ; 20 718 677 ; 17 937 856 ; 62 458 226 ;Akershus;NO1;0,069;0;3228;Nes;14090583,24;18328299,47;21120682,52;27745891,99;21292704,01;18764485,45;3050328,344;124392975;14892879,61;18498524,33;20648026,86;23801692,68;20718677,36;17937855,51;2376650,203;118874306,6;;;;27034883,87;24644215,76;19124753,93;2148641,879;72952495,44;118374441;126991926,2;316219777;;;;;;;
Gjerdrum;3230;1802;3073;0,59;0;18;0 %;3 %;-2 %;-4 %;-1 %;15 %;18 %;7 %;14 %; 4 591 472 ; 5 640 567 ; 6 361 688 ; 16 593 728 ; 8 350 875 ; 7 583 491 ; 5 898 552 ; 21 832 918 ; 4 441 041 ; 5 745 861 ; 6 602 845 ; 16 789 747 ; 7 265 812 ; 6 404 088 ; 5 527 204 ; 19 197 105 ;Akershus;NO1;0,095;0;3230;Gjerdrum;4441040,573;5745861,075;6602845,346;8310825,426;6597526,171;5864752,857;956640,79;38519492,24;4591471,941;5640567,343;6361688,426;7265812,481;6404088,092;5527204,435;719438,827;36510271,55;;;;8350874,91;7583491,406;5898551,54;637838,445;22470756,3;36706290,83;39064484,01;97500520,08;;;;;;;
Nittedal;3232;6547;10501;0,62;0;155;0 %;3 %;-2 %;-4 %;-2 %;13 %;16 %;6 %;12 %; 14 936 415 ; 18 714 649 ; 21 010 538 ; 54 661 601 ; 27 453 800 ; 24 559 884 ; 19 501 577 ; 71 515 261 ; 14 513 338 ; 19 000 993 ; 21 986 892 ; 55 501 223 ; 24 230 610 ; 21 093 228 ; 18 473 268 ; 63 797 107 ;Akershus;NO1;0,091;0;3232;Nittedal;14513338,14;19000993,3;21986892,07;27198007,92;21570663,51;19280054,23;3113664,13;126663613,3;14936414,63;18714648,98;21010537,79;24230610,46;21093228,14;18473268,29;2382005,336;120840713,6;;;;27453799,6;24559884,36;19501577,23;2099506,503;73614767,69;121680335,7;128276369,1;321119094,6;;;;;;;
Lunner;3234;2666;4341;0,61;616;945;65 %;3 %;-1 %;-4 %;-1 %;13 %;17 %;7 %;13 %; 6 558 833 ; 8 355 606 ; 9 589 336 ; 24 503 776 ; 12 327 752 ; 11 228 301 ; 8 609 490 ; 32 165 543 ; 6 361 141 ; 8 424 452 ; 9 967 034 ; 24 752 627 ; 10 906 294 ; 9 580 796 ; 8 058 446 ; 28 545 535 ;Akershus;NO1;0,072;0;3234;Lunner;6361140,884;8424451,814;9967034,217;12168358,83;9820514,781;8665412,79;1367724,82;56774638,13;6558833,303;8355606,036;9589336,237;10906293,53;9580795,538;8058446,211;1032426,465;54081737,32;;;;12327752,47;11228300,7;8609489,673;1006383,618;33171926,46;54330588,66;57675702,03;144028301,9;;;;;;;
Jevnaker;3236;2057;3506;0,59;174;294;59 %;4 %;-1 %;-4 %;-1 %;13 %;18 %;6 %;13 %; 4 481 561 ; 5 649 048 ; 6 380 927 ; 16 511 536 ; 8 271 511 ; 7 692 394 ; 5 821 541 ; 21 785 446 ; 4 316 016 ; 5 703 263 ; 6 638 624 ; 16 657 903 ; 7 298 592 ; 6 504 744 ; 5 480 591 ; 19 283 926 ;Akershus;NO1;0,08;0;3236;Jevnaker;4316015,821;5703263,215;6638623,547;8476906,971;6795487,717;5904973,278;949049,919;38784320,47;4481561,092;5649048,495;6380926,829;7298591,791;6504743,831;5480590,718;709992,587;36505455,34;;;;8271510,997;7692394,113;5821541,354;666742,149;22452188,61;36651821,51;38963725,03;97741964,42;;;;;;;
Nannestad;3238;3547;6914;0,51;0;101;0 %;4 %;-1 %;-4 %;-1 %;13 %;17 %;8 %;13 %; 9 279 509 ; 11 420 057 ; 12 826 433 ; 33 525 999 ; 16 517 885 ; 15 059 962 ; 12 036 721 ; 43 614 568 ; 8 894 407 ; 11 588 739 ; 13 356 336 ; 33 839 481 ; 14 582 247 ; 12 825 992 ; 11 151 658 ; 38 559 897 ;Akershus;NO1;0,088;0;3238;Nannestad;8894406,588;11588738,64;13356335,98;16240211,71;13064479,7;11612282;1870490,7;76626945,31;9279508,956;11420057,33;12826432,66;14582246,67;12825992,04;11151658,01;1458135,823;73544031,48;;;;16517884,71;15059962,38;12036720,93;1353594,86;44968162,88;73857513,75;78494161,81;195139139,7;;;;;;;
Eidsvoll;3240;6674;12859;0,52;164;354;46 %;5 %;0 %;-3 %;0 %;13 %;18 %;8 %;13 %; 16 281 710 ; 20 208 798 ; 22 589 534 ; 59 080 042 ; 29 219 975 ; 26 903 877 ; 21 293 788 ; 77 417 640 ; 15 457 890 ; 20 131 318 ; 23 199 957 ; 58 789 165 ; 25 774 014 ; 22 790 581 ; 19 780 796 ; 68 345 391 ;Akershus;NO1;0,081;0;3240;Eidsvoll;15457889,93;20131317,87;23199957,16;29088483,28;23844151,57;20904341,21;3343488,627;135969629,6;16281710,35;20208797,73;22589534,24;25774013,75;22790580,6;19780796,44;2600640,6;130026073,7;;;;29219974,65;26903877,16;21293788;2402649,826;79820289,64;129735196,3;138900332;345815993;;;;;;;
Hurdal;3242;777;1560;0,5;390;601;65 %;5 %;2 %;-2 %;1 %;15 %;21 %;9 %;15 %; 2 247 109 ; 2 857 982 ; 3 275 989 ; 8 381 079 ; 4 242 367 ; 3 926 321 ; 3 020 127 ; 11 188 815 ; 2 130 664 ; 2 814 361 ; 3 352 057 ; 8 297 082 ; 3 704 222 ; 3 232 624 ; 2 777 929 ; 9 714 775 ;Akershus;NO1;0,096;0;3242;Hurdal;2130663,939;2814361,397;3352057,042;4070183,009;3294041,433;2922654,96;449968,094;19033929,87;2247108,633;2857981,654;3275988,568;3704221,749;3232624,285;2777928,519;358533,476;18454386,88;;;;4242367,357;3926320,749;3020127,229;373237,94;11562053,28;18370390,41;19943132,13;49050370,03;;;;;;;
Drammen;3301;27027;49395;0,55;436;755;58 %;5 %;1 %;-2 %;1 %;15 %;17 %;7 %;13 %; 53 952 641 ; 68 561 253 ; 77 805 833 ; 200 319 727 ; 102 672 799 ; 92 294 006 ; 70 622 722 ; 265 589 526 ; 51 487 730 ; 68 108 409 ; 79 455 290 ; 199 051 429 ; 89 304 677 ; 78 894 865 ; 66 090 587 ; 234 290 129 ;Buskerud;NO1;0,116;0;3301;Drammen;51487729,51;68108409,16;79455290,45;101393603;80009103,01;70600418,99;11210959,77;462265513,9;53952640,53;68561253,46;77805833,29;89304677,12;78894865,02;66090586,79;8497991,688;443107847,9;;;;102672798,6;92294005,54;70622722,17;7669777,331;273259303,7;441839549,7;473579031;1178632665;;;;;;;
Kongsberg;3303;9062;14602;0,62;1609;2052;78 %;4 %;1 %;0 %;1 %;17 %;20 %;6 %;15 %; 18 093 974 ; 23 588 866 ; 27 102 391 ; 68 785 231 ; 35 842 958 ; 31 877 615 ; 23 749 917 ; 91 470 490 ; 17 427 767 ; 23 255 288 ; 27 220 974 ; 67 904 030 ; 30 600 476 ; 26 554 126 ; 22 303 903 ; 79 458 504 ;Buskerud;NO1;0,116;0;3303;Kongsberg;17427767,45;23255288,44;27220974,3;33749062,61;27022498,9;24057725,27;3779044,792;156512361,8;18093973,83;23588866,45;27102391,05;30600475,93;26554125,75;22303902,51;2715989,858;150959725,4;;;;35842957,55;31877615,2;23749916,9;2772814,209;94243303,86;150078524,2;163028535,2;401715391;;;;;;;
Ringerike;3305;8961;16120;0,56;1172;1818;64 %;6 %;2 %;-2 %;1 %;14 %;18 %;7 %;13 %; 18 695 910 ; 23 983 950 ; 27 360 040 ; 70 039 899 ; 35 451 690 ; 32 177 997 ; 24 203 976 ; 91 833 663 ; 17 705 658 ; 23 623 591 ; 27 924 571 ; 69 253 820 ; 31 022 811 ; 27 358 540 ; 22 539 682 ; 80 921 033 ;Buskerud;NO1;0,099;0;3305;Ringerike;17705658,28;23623591,27;27924570,69;35382722,95;27655566,58;23946080,46;3789476,561;160027666,8;18695909,68;23983950;27360039,65;31022810,68;27358540,47;22539682,26;2879247,898;153840180,6;;;;35451689,77;32177997,33;24203975,63;2796860,463;94630523,19;153054101,5;164670422,5;408498370,6;;;;;;;
Hole;3310;1746;2760;0,63;269;503;53 %;8 %;3 %;0 %;3 %;17 %;18 %;10 %;15 %; 4 118 561 ; 5 159 091 ; 5 860 675 ; 15 138 327 ; 7 663 867 ; 6 952 387 ; 5 352 517 ; 19 968 771 ; 3 814 835 ; 5 026 976 ; 5 854 608 ; 14 696 419 ; 6 572 713 ; 5 887 190 ; 4 870 345 ; 17 330 247 ;Buskerud;NO1;0,125;0;3310;Hole;3814834,631;5026976,41;5854608,112;7627618,624;5931981,947;5168457,403;826837,472;34251314,6;4118560,516;5159091,142;5860674,923;6572712,547;5887189,624;4870345,063;636145,707;33104719,52;;;;7663866,727;6952387,112;5352516,717;590869,685;20559640,24;32662812,09;35697966,82;87915674,36;;;;;;;
Lier;3312;7208;11975;0,6;0;131;0 %;4 %;1 %;-2 %;1 %;16 %;19 %;8 %;15 %; 15 538 796 ; 19 366 436 ; 21 921 866 ; 56 827 098 ; 28 869 538 ; 26 089 018 ; 20 300 811 ; 75 259 366 ; 14 911 139 ; 19 224 790 ; 22 390 252 ; 56 526 181 ; 24 917 093 ; 21 919 323 ; 18 857 396 ; 65 693 812 ;Buskerud;NO1;0,128;0;3312;Lier;14911139,21;19224789,64;22390251,74;28332623,84;22670314,42;20041731,29;3225518,995;130796369,1;15538796,11;19366436,42;21921865,58;24917093,01;21919323,43;18857395,53;2448420,725;124969330,8;;;;28869537,76;26089017,69;20300810,84;2197549,134;77456915,42;124668413,3;134284013,5;333222615,4;;;;;;;
Øvre Eiker;3314;5279;9618;0,55;0;144;0 %;6 %;2 %;0 %;2 %;16 %;18 %;7 %;14 %; 12 002 889 ; 15 359 158 ; 17 618 179 ; 44 980 226 ; 23 046 819 ; 20 552 701 ; 15 444 748 ; 59 044 268 ; 11 343 060 ; 15 016 172 ; 17 569 063 ; 43 928 295 ; 19 785 333 ; 17 424 231 ; 14 405 617 ; 51 615 181 ;Buskerud;NO1;0,129;0;3314;Øvre Eiker;11343060,01;15016171,64;17569063,47;22261783,56;17469364,07;15313677,75;2443666,883;101416787,4;12002889,06;15359157,86;17618179,34;19785332,72;17424231,33;14405616,66;1834597,72;98430004,68;;;;23046819,11;20552700,83;15444748,28;1693815,374;60738083,59;97378073,55;105718309,8;260584875,7;;;;;;;
Modum;3316;4131;7208;0,57;155;287;54 %;7 %;3 %;2 %;4 %;16 %;16 %;8 %;14 %; 8 955 371 ; 11 437 203 ; 13 150 823 ; 33 543 397 ; 16 902 050 ; 15 219 736 ; 11 463 890 ; 43 585 676 ; 8 402 846 ; 11 054 904 ; 12 915 011 ; 32 372 761 ; 14 536 269 ; 13 114 388 ; 10 600 198 ; 38 250 855 ;Buskerud;NO1;0,12;0;3316;Modum;8402845,82;11054904,35;12915011,32;16733955,91;12945953,58;11266380,23;1796505,622;75115556,82;8955370,546;11437203,45;13150823,22;14536269,32;13114387,76;10600197,72;1364444,764;73158696,79;;;;16902049,92;15219735,79;11463890,23;1286731,474;44872407,41;71988061,06;78415804,63;193146661;;;;;;;
Krødsherad;3318;669;1126;0,59;1481;2064;72 %;3 %;3 %;-3 %;1 %;21 %;23 %;13 %;20 %; 2 718 876 ; 3 677 535 ; 4 709 872 ; 11 106 283 ; 6 246 568 ; 5 782 169 ; 4 045 456 ; 16 074 193 ; 2 648 574 ; 3 557 072 ; 4 842 674 ; 11 048 320 ; 5 161 113 ; 4 688 017 ; 3 573 714 ; 13 422 844 ;Buskerud;NO1;0,1;0;3318;Krødsherad;2648574,157;3557072,071;4842673,707;5611256,716;4822401,744;4325538,272;553192,014;26360708,68;2718876,292;3677535,175;4709871,732;5161113,359;4688017,19;3573713,657;412304,558;24941431,96;;;;6246567,987;5782169,457;4045455,821;637890,308;16712083,57;24883468,7;27818366,77;68014224,22;;;;;;;
Flå;3320;254;609;0,42;1612;1923;84 %;6 %;6 %;1 %;4 %;26 %;26 %;15 %;23 %; 2 204 510 ; 2 923 042 ; 3 656 917 ; 8 784 469 ; 4 697 290 ; 4 227 034 ; 2 978 606 ; 11 902 931 ; 2 082 519 ; 2 759 959 ; 3 635 340 ; 8 477 818 ; 3 730 694 ; 3 350 207 ; 2 580 375 ; 9 661 276 ;Buskerud;NO1;0,139;0;3320;Flå;2082519,107;2759959,187;3635340,074;3941174,508;3473971,283;3176184,873;377313,027;19446462,06;2204510,191;2923042,162;3656916,63;3730693,679;3350207,18;2580375,484;288463,687;18734209,01;;;;4697290,212;4227034,255;2978606,143;538198,906;12441129,52;18427558,4;21225598,5;50621800,59;;;;;;;
Nesbyen;3322;914;1758;0,52;2701;3379;80 %;2 %;5 %;-1 %;1 %;21 %;20 %;13 %;19 %; 4 529 351 ; 6 117 346 ; 7 609 158 ; 18 255 856 ; 9 606 322 ; 8 804 086 ; 6 240 781 ; 24 651 189 ; 4 459 034 ; 5 845 766 ; 7 694 063 ; 17 998 863 ; 7 934 775 ; 7 325 947 ; 5 536 337 ; 20 797 058 ;Buskerud;NO1;0,094;0;3322;Nesbyen;4459034,492;5845765,789;7694063,127;8491429,953;7540846,365;6759928,783;840443,333;41631511,84;4529351,351;6117346,321;7609158,327;7934774,968;7325946,543;5536336,758;633379,481;39686293,75;;;;9606321,637;8804085,874;6240781,295;1099923,804;25751112,61;39429301,16;44006968,61;107068918,2;;;;;;;
Gol;3324;1210;2506;0,48;1896;2521;75 %;3 %;6 %;0 %;3 %;22 %;19 %;13 %;19 %; 4 962 034 ; 6 752 430 ; 8 136 536 ; 19 851 000 ; 10 250 302 ; 9 141 968 ; 6 661 752 ; 26 054 022 ; 4 833 741 ; 6 366 857 ; 8 098 253 ; 19 298 851 ; 8 388 334 ; 7 654 319 ; 5 895 082 ; 21 937 736 ;Buskerud;NO1;0,114;0;3324;Gol;4833741,328;6366857,44;8098252,661;9079521,785;7851424,66;7039590,64;941597,042;44210985,56;4962034,046;6752430,436;8136535,573;8388334,43;7654319,491;5895081,776;693966,396;42482702,15;;;;10250301,82;9141967,515;6661752,424;1042676,347;27096698,1;41930553,52;46947698,16;113790385,8;;;;;;;
Hemsedal;3326;686;1270;0,54;2256;3138;72 %;8 %;14 %;10 %;11 %;38 %;30 %;22 %;31 %; 4 430 086 ; 6 012 873 ; 8 043 181 ; 18 486 140 ; 10 334 164 ; 9 357 684 ; 6 743 969 ; 26 435 817 ; 4 090 071 ; 5 253 833 ; 7 282 093 ; 16 625 997 ; 7 481 601 ; 7 185 072 ; 5 534 679 ; 20 201 352 ;Buskerud;NO1;0,208;0;3326;Hemsedal;4090071,13;5253833,333;7282092,698;7900066,638;7169633,233;6615456,774;855769,616;39166923,42;4430086,054;6012873,381;8043180,516;7481600,652;7185072,338;5534678,705;659485,342;39346976,99;;;;10334164,23;9357683,73;6743969,024;1171320,226;27607137,21;37486834,2;46093277,16;106121037,6;;;;;;;
Ål;3328;1142;2310;0,49;2007;2588;78 %;1 %;7 %;1 %;3 %;26 %;24 %;12 %;22 %; 5 216 001 ; 7 087 031 ; 8 543 426 ; 20 846 459 ; 11 053 793 ; 9 851 528 ; 7 197 249 ; 28 102 569 ; 5 175 972 ; 6 612 363 ; 8 470 773 ; 20 259 107 ; 8 754 071 ; 7 961 598 ; 6 405 968 ; 23 121 638 ;Buskerud;NO1;0,131;0;3328;Ål;5175971,865;6612362,682;8470772,905;9485951,802;8336207,716;7647952,057;1034574,255;46763793,28;5216001,412;7087031,06;8543426,046;8754071,13;7961598,479;6405968,074;750122,794;44718219;;;;11053793,06;9851527,566;7197248,85;1146495,03;29249064,5;44130867,93;50095523,02;120731076,8;;;;;;;
Hol;3330;1458;2527;0,58;5178;6867;75 %;3 %;7 %;3 %;4 %;32 %;28 %;16 %;26 %; 9 017 019 ; 11 739 317 ; 15 152 282 ; 35 908 617 ; 19 604 986 ; 17 804 196 ; 12 925 149 ; 50 334 331 ; 8 777 053 ; 10 957 180 ; 14 700 106 ; 34 434 339 ; 14 894 291 ; 13 937 059 ; 11 175 842 ; 40 007 192 ;Buskerud;NO1;0,158;0;3330;Hol;8777052,979;10957179,84;14700106,42;15900521;14431683,59;13821732,21;1719237,676;80307513,71;9017018,572;11739316,92;15152281,61;14894290,73;13937059,35;11175841,59;1312043,042;77227851,81;;;;19604985,71;17804195,71;12925149,37;2413391,18;52747721,96;75753573,95;88656339,07;210283087,5;;;;;;;
Sigdal;3332;1003;1879;0,53;3582;4343;82 %;1 %;3 %;-2 %;0 %;23 %;22 %;13 %;20 %; 4 718 494 ; 6 295 858 ; 7 793 674 ; 18 808 026 ; 10 287 083 ; 9 433 601 ; 6 621 289 ; 26 341 973 ; 4 679 962 ; 6 136 789 ; 7 947 200 ; 18 763 950 ; 8 397 534 ; 7 726 219 ; 5 868 984 ; 21 992 737 ;Buskerud;NO1;0,122;0;3332;Sigdal;4679962,155;6136788,512;7947199,587;9302518,927;7952190,997;7200208,837;906501,216;44125370,23;4718494,117;6295858,087;7793673,527;8397533,706;7726218,815;5868984,128;664795,077;41465557,46;;;;10287083,2;9433600,605;6621289,032;1150368,988;27492341,83;41421481,98;46300367,56;113083269,5;;;;;;;
Flesberg;3334;707;1269;0,56;2487;3040;82 %;1 %;3 %;0 %;1 %;23 %;23 %;12 %;20 %; 3 178 323 ; 4 321 519 ; 5 143 385 ; 12 643 227 ; 6 974 082 ; 6 391 514 ; 4 534 795 ; 17 900 391 ; 3 152 674 ; 4 192 408 ; 5 148 340 ; 12 493 422 ; 5 688 710 ; 5 192 077 ; 4 066 196 ; 14 946 984 ;Buskerud;NO1;0,145;0;3334;Flesberg;3152674,009;4192407,683;5148340,146;6199866,937;5314051,592;4908404,168;654540,783;29570285,32;3178322,982;4321518,795;5143385,378;5688710,356;5192077,178;4066196,14;475141,398;28065352,23;;;;6974081,935;6391513,978;4534795,05;721416,759;18621807,72;27915546,91;31265034,88;76257445,27;;;;;;;
Rollag;3336;404;699;0,58;1613;1847;87 %;2 %;4 %;-1 %;1 %;25 %;24 %;11 %;21 %; 1 996 344 ; 2 647 643 ; 3 204 159 ; 7 848 146 ; 4 215 588 ; 3 815 483 ; 2 712 111 ; 10 743 182 ; 1 951 691 ; 2 540 093 ; 3 240 586 ; 7 732 369 ; 3 372 397 ; 3 084 410 ; 2 436 107 ; 8 892 913 ;Buskerud;NO1;0,11;0;3336;Rollag;1951690,946;2540092,505;3240586,017;3679144,139;3240623,052;3010373,45;365761,848;18028271,96;1996344,133;2647643,455;3204158,911;3372396,953;3084409,507;2436106,903;277906,246;17018966,11;;;;4215587,844;3815483,103;2712111,438;486626,548;11229808,93;16903189,08;19077955,43;46277047;;;;;;;
Nore og Uvdal;3338;709;1376;0,52;2321;3024;77 %;0 %;2 %;-1 %;0 %;26 %;22 %;10 %;20 %; 3 335 518 ; 4 403 508 ; 5 334 520 ; 13 073 546 ; 7 101 276 ; 6 466 621 ; 4 648 673 ; 18 216 570 ; 3 325 064 ; 4 311 238 ; 5 414 029 ; 13 050 332 ; 5 637 657 ; 5 283 709 ; 4 219 500 ; 15 140 867 ;Buskerud;NO1;0,129;0;3338;Nore og Uvdal;3325064,345;4311238,391;5414029,142;5992485,057;5363111,223;5009695,165;648503,952;30064127,28;3335517,917;4403507,91;5334519,711;5637657,4;5283709,077;4219500,323;487731,975;28702144,31;;;;7101276,457;6466621,236;4648672,728;849912,384;19066482,81;28678930,65;32140028,34;77832754,39;;;;;;;
Kongsvinger;3401;5130;9403;0,55;328;616;53 %;5 %;0 %;-4 %;0 %;14 %;19 %;6 %;13 %; 11 062 488 ; 13 905 771 ; 15 581 826 ; 40 550 085 ; 20 663 263 ; 18 852 586 ; 14 190 792 ; 53 706 641 ; 10 544 804 ; 13 956 625 ; 16 174 916 ; 40 676 345 ; 18 124 742 ; 15 902 663 ; 13 396 431 ; 47 423 837 ;Innlandet;NO1;0,061;0;3401;Kongsvinger;10544803,69;13956624,65;16174916,22;21023548,44;16315608,86;14342181,08;2321924,665;94679607,61;11062487,76;13905770,9;15581825,98;18124742,45;15902662,68;13396431,4;1760674,807;89734595,97;;;;20663263,29;18852585,65;14190791,77;1659094,169;55365734,88;89860855,91;95915819,51;239779938,5;;;;;;;
Hamar;3403;9108;16579;0,55;249;328;76 %;3 %;-2 %;-6 %;-2 %;11 %;17 %;6 %;12 %; 17 827 984 ; 22 413 261 ; 25 337 685 ; 65 578 930 ; 32 743 236 ; 29 872 398 ; 22 639 117 ; 85 254 751 ; 17 250 083 ; 22 822 524 ; 26 905 723 ; 66 978 330 ; 29 555 966 ; 25 472 894 ; 21 376 008 ; 76 404 868 ;Innlandet;NO1;0,047;0;3403;Hamar;17250083,16;22822523,54;26905723,36;33053730,04;26996218,03;22741912,93;3600553,882;153370744,9;17827983,78;22413261;25337685,12;29555965,59;25472894,23;21376008,16;2807770,859;144791568,7;;;;32743236,05;29872398,41;22639116,59;2576714,812;87831465,86;146190968,9;153410395,8;385993779,5;;;;;;;
Lillehammer;3405;8698;14460;0,6;829;1049;79 %;2 %;-2 %;-6 %;-2 %;14 %;20 %;6 %;14 %; 17 723 055 ; 22 858 881 ; 26 111 576 ; 66 693 512 ; 34 358 122 ; 30 987 380 ; 22 983 488 ; 88 328 990 ; 17 314 649 ; 23 235 138 ; 27 660 309 ; 68 210 095 ; 30 244 480 ; 25 842 531 ; 21 610 212 ; 77 697 223 ;Innlandet;NO1;0,063;0;3405;Lillehammer;17314648,81;23235137,56;27660308,88;32033054,21;26946924,76;23171483,91;3482776,545;153844334,7;17723054,96;22858880,58;26111576,36;30244480,24;25842530,62;21610212,2;2747705,931;147138440,9;;;;34358121,8;30987379,55;22983488,32;2678453,253;91007442,92;148655024,2;157700954,8;391990218,5;;;;;;;
Gjøvik;3407;8636;15375;0,56;280;479;58 %;3 %;-2 %;-5 %;-2 %;13 %;18 %;5 %;12 %; 19 565 763 ; 24 758 154 ; 28 169 908 ; 72 493 825 ; 36 612 218 ; 33 398 915 ; 24 900 943 ; 94 912 076 ; 18 993 043 ; 25 173 948 ; 29 519 275 ; 73 686 266 ; 32 448 243 ; 28 273 050 ; 23 750 027 ; 84 471 320 ;Innlandet;NO1;0,067;0;3407;Gjøvik;18993043,46;25173947,92;29519274,99;35436732,16;29648546,41;25716052,72;3979997,618;168467595,3;19565763,4;24758153,87;28169908,18;32448243,26;28273049,74;23750026,62;3061987,743;160027132,8;;;;36612218,07;33398914,67;24900942,94;2855094,829;97767170,51;161219573,7;170260996;426261898,6;;;;;;;
Ringsaker;3411;9046;17092;0,53;4880;6134;80 %;3 %;-1 %;-4 %;-1 %;16 %;23 %;9 %;16 %; 23 355 587 ; 30 073 886 ; 35 311 435 ; 88 740 908 ; 46 064 694 ; 42 586 641 ; 31 805 853 ; 120 457 188 ; 22 697 147 ; 30 257 244 ; 36 964 879 ; 89 919 270 ; 39 829 241 ; 34 764 568 ; 29 136 109 ; 103 729 919 ;Innlandet;NO1;0,083;0;3411;Ringsaker;22697146,69;30257243,96;36964879,22;43007485,03;36523772,43;31870865,49;4686111,228;206007504;23355587,17;30073885,88;35311434,59;39829241,44;34764568,04;29136109,37;3691590,73;196162417,2;;;;46064694,07;42586641;31805853,39;4109237,222;124566425,7;197340779,5;213307333,3;526736347;;;;;;;
Løten;3412;2063;3731;0,55;922;1178;78 %;5 %;0 %;-5 %;-1 %;13 %;19 %;7 %;13 %; 5 163 594 ; 6 568 290 ; 7 570 137 ; 19 302 022 ; 9 780 948 ; 8 979 489 ; 6 731 441 ; 25 491 878 ; 4 918 732 ; 6 561 334 ; 7 937 878 ; 19 417 944 ; 8 674 631 ; 7 540 309 ; 6 278 708 ; 22 493 649 ;Innlandet;NO1;0,053;0;3412;Løten;4918731,692;6561334,198;7937878,31;9386772,222;7764679,297;6686303,906;1035376,992;44291076,62;5163593,96;6568290,385;7570137,47;8674631,176;7540309,437;6278708,162;811238,53;42606909,12;;;;9780948,191;8979488,758;6731441,283;852865,78;26344744,01;42722831,51;45646765,83;113242729,7;;;;;;;
Stange;3413;5757;10093;0,57;452;822;55 %;4 %;0 %;-4 %;-1 %;13 %;18 %;7 %;13 %; 12 649 385 ; 15 886 944 ; 18 062 790 ; 46 599 119 ; 23 399 193 ; 21 430 726 ; 16 250 442 ; 61 080 362 ; 12 127 098 ; 15 934 013 ; 18 796 920 ; 46 858 031 ; 20 715 950 ; 18 094 924 ; 15 215 934 ; 54 026 807 ;Innlandet;NO1;0,065;0;3413;Stange;12127098,19;15934013,39;18796919,58;23348479,13;19069026,15;16272297,98;2578448,735;108126283,1;12649385,13;15886943,9;18062789,88;20715949,72;18094923,73;15215934,04;1997502,949;102623429,4;;;;23399193,43;21430726,25;16250442,3;1880657,609;62961019,59;102882341,6;109560138,5;273710732,1;;;;;;;
Nord-Odal;3414;1375;2589;0,53;291;543;54 %;5 %;-2 %;-5 %;-1 %;12 %;18 %;6 %;12 %; 3 482 670 ; 4 370 345 ; 5 027 528 ; 12 880 543 ; 6 622 846 ; 6 135 584 ; 4 690 934 ; 17 449 363 ; 3 324 544 ; 4 452 209 ; 5 288 174 ; 13 064 927 ; 5 934 334 ; 5 197 527 ; 4 437 695 ; 15 569 555 ;Innlandet;NO1;0,048;0;3414;Nord-Odal;3324544,154;4452209,096;5288174,14;6857943,573;5346424,559;4619645,804;732352,122;30621293,45;3482669,692;4370345,317;5027528,164;5934333,92;5197526,754;4437694,6;586785,275;29036883,72;;;;6622845,807;6135584,014;4690933,518;549397,552;17998760,89;29221267,94;30879304,06;77656938,06;;;;;;;
Sør-Odal;3415;2096;3943;0,53;262;438;60 %;6 %;1 %;-3 %;1 %;13 %;19 %;7 %;13 %; 5 196 522 ; 6 557 537 ; 7 389 666 ; 19 143 725 ; 9 839 601 ; 9 029 571 ; 6 825 601 ; 25 694 773 ; 4 881 504 ; 6 503 300 ; 7 630 185 ; 19 014 988 ; 8 699 285 ; 7 586 642 ; 6 403 323 ; 22 689 250 ;Innlandet;NO1;0,055;0;3415;Sør-Odal;4881504,131;6503299,588;7630184,681;10217955,53;7680662,687;6682886,646;1076408,814;44672902,08;5196521,815;6557537,017;7389665,978;8699284,764;7586642,113;6403323,236;848877,064;42681851,99;;;;9839601,217;9029571,399;6825600,645;783305,335;26478078,6;42553115,58;45621803,41;113832832,7;;;;;;;
