month,vessel_type,tce
2018-08-01,suezmax,10243.26867
2018-09-01,suezmax,13509.70636
2018-10-01,suezmax,23110.79076
2018-11-01,suezmax,45123.03111
2018-12-01,suezmax,42108.41411
2019-01-01,suezmax,35369.03038
2019-02-01,suezmax,20497.95068
2019-03-01,suezmax,10922.14498
2019-04-01,suezmax,14107.36221
2019-05-01,suezmax,12279.00897
2019-06-01,suezmax,20675.10087
2019-07-01,suezmax,14373.83652
2019-08-01,suezmax,15422.23732
2019-09-01,suezmax,20304.38603
2019-10-01,suezmax,101842.59349
2019-11-01,suezmax,50848.82383
2019-12-01,suezmax,71267.41885
2020-01-01,suezmax,60491.09451
2020-02-01,suezmax,29368.61817
2020-03-01,suezmax,73770.30565
2020-04-01,suezmax,87575.44195
2020-05-01,suezmax,40880.85185
2020-06-01,suezmax,14967.31967
2020-07-01,suezmax,14088.50043
2020-08-01,suezmax,13556.28275
2020-09-01,suezmax,8576.88749
2020-10-01,suezmax,4866.54768
2020-11-01,suezmax,8287.40508
2020-12-01,suezmax,6608.27071
2021-01-01,suezmax,6373.48021
2021-02-01,suezmax,9288.70442
2021-03-01,suezmax,12566.53517
2021-04-01,suezmax,8871.42317
2021-05-01,suezmax,3229.80644
2021-06-01,suezmax,2504.91954
2021-07-01,suezmax,3271.48564
2021-08-01,suezmax,4919.47923
2021-09-01,suezmax,4664.34574
2021-10-01,suezmax,11033.32173
2021-11-01,suezmax,9753.15249
2021-12-01,suezmax,10696.65661
2022-01-01,suezmax,6069.75806
2022-02-01,suezmax,13971.32053
2022-03-01,suezmax,29956.75003
2022-04-01,suezmax,50197.3841
2022-05-01,suezmax,17578.82236
2022-06-01,suezmax,19973.16372
2022-07-01,suezmax,40670.37971
2022-08-01,suezmax,47381.18095
2022-09-01,suezmax,50831.14041
2022-10-01,suezmax,65574.492
2022-11-01,suezmax,93753.01986
2022-12-01,suezmax,83868.51528
2023-01-01,suezmax,71274.28368
2023-02-01,suezmax,67181.79798
2023-03-01,suezmax,81484.47013
2023-04-01,suezmax,59973.16355
2023-05-01,suezmax,63465.91433
2023-06-01,suezmax,53771.53295
2023-07-01,suezmax,40620.63804
2023-08-01,suezmax,29400.9591
2023-09-01,suezmax,24765.01612
2023-10-01,suezmax,53341.26315
2023-11-01,suezmax,67166.38279
2023-12-01,suezmax,58844.97673
2024-01-01,suezmax,63851.29535
2024-02-01,suezmax,56186.27268
2024-03-01,suezmax,48991.81988
2024-04-01,suezmax,50961.87258
2024-05-01,suezmax,52536.28688
2024-06-01,suezmax,54080.23958
2024-07-01,suezmax,44371.90031
2024-08-01,suezmax,33543.9937
2024-09-01,suezmax,35573.69929
2024-10-01,suezmax,49616.29802
2024-11-01,suezmax,39992.39282
2024-12-01,suezmax,39975.72438
2025-01-01,suezmax,32929.01664
2025-02-01,suezmax,44414.04413
2025-03-01,suezmax,50948.03583
2025-04-01,suezmax,56880.35941
2025-05-01,suezmax,43335.98697
2025-06-01,suezmax,40048.72224
2025-07-01,suezmax,37961.98991
2025-08-01,suezmax,55012.24433
2025-09-01,suezmax,60272.73915
2025-10-01,suezmax,66987.03484
2025-11-01,suezmax,88573.87196
2025-12-01,suezmax,79145.02409
2026-01-01,suezmax,87701.77813
1990-01-01,vlcc,28850.23197
1990-02-01,vlcc,26123.81246
1990-03-01,vlcc,39043.52583
1990-04-01,vlcc,33334.99015
1990-05-01,vlcc,24233.39851
1990-06-01,vlcc,24764.07919
1990-07-01,vlcc,30259.41505
1990-08-01,vlcc,23559.49304
1990-09-01,vlcc,26773.06796
1990-10-01,vlcc,20871.28453
1990-11-01,vlcc,27460.09122
1990-12-01,vlcc,40725.72655
1991-01-01,vlcc,43427.08169
1991-02-01,vlcc,61925.18555
1991-03-01,vlcc,37062.11607
1991-04-01,vlcc,23255.77442
1991-05-01,vlcc,41940.99462
1991-06-01,vlcc,51480.0581
1991-07-01,vlcc,32627.79606
1991-08-01,vlcc,33431.44497
1991-09-01,vlcc,27897.65462
1991-10-01,vlcc,32134.52672
1991-11-01,vlcc,30660.09005
1991-12-01,vlcc,21319.34843
1992-01-01,vlcc,19407.35243
1992-02-01,vlcc,17427.00361
1992-03-01,vlcc,12170.73594
1992-04-01,vlcc,13472.32918
1992-05-01,vlcc,15637.86792
1992-06-01,vlcc,11752.31793
1992-07-01,vlcc,15603.70153
1992-08-01,vlcc,16222.54143
1992-09-01,vlcc,14720.61439
1992-10-01,vlcc,17899.25198
1992-11-01,vlcc,24419.094
1992-12-01,vlcc,26179.39054
1993-01-01,vlcc,24949.27736
1993-02-01,vlcc,20765.62725
1993-03-01,vlcc,20438.85395
1993-04-01,vlcc,19882.1463
1993-05-01,vlcc,17900.07551
1993-06-01,vlcc,18903.21256
1993-07-01,vlcc,27838.86932
1993-08-01,vlcc,19755.25093
1993-09-01,vlcc,20564.44122
1993-10-01,vlcc,19990.99046
1993-11-01,vlcc,19250.54286
1993-12-01,vlcc,16194.29361
1994-01-01,vlcc,12602.7418
1994-02-01,vlcc,11996.89427
1994-03-01,vlcc,14211.68975
1994-04-01,vlcc,12772.07631
1994-05-01,vlcc,11182.37632
1994-06-01,vlcc,11520.56546
1994-07-01,vlcc,14901.0462
1994-08-01,vlcc,19128.94265
1994-09-01,vlcc,16709.84673
1994-10-01,vlcc,19357.42895
1994-11-01,vlcc,18771.92387
1994-12-01,vlcc,19303.96341
1995-01-01,vlcc,21069.21129
1995-02-01,vlcc,19435.20551
1995-03-01,vlcc,20073.60885
1995-04-01,vlcc,16109.61025
1995-05-01,vlcc,14588.68195
1995-06-01,vlcc,22651.13289
1995-07-01,vlcc,28540.28045
1995-08-01,vlcc,27943.29938
1995-09-01,vlcc,25352.67923
1995-10-01,vlcc,20398.03984
1995-11-01,vlcc,25821.40142
1995-12-01,vlcc,27446.59087
1996-01-01,vlcc,27539.88335
1996-02-01,vlcc,31295.5531
1996-03-01,vlcc,28115.92732
1996-04-01,vlcc,19240.3017
1996-05-01,vlcc,25341.45232
1996-06-01,vlcc,32406.17317
1996-07-01,vlcc,32885.36991
1996-08-01,vlcc,31044.59791
1996-09-01,vlcc,24349.48276
1996-10-01,vlcc,23505.01564
1996-11-01,vlcc,25882.97252
1996-12-01,vlcc,25305.80843
1997-01-01,vlcc,30846.23835
1997-02-01,vlcc,31849.50458
1997-03-01,vlcc,34032.1888
1997-04-01,vlcc,30180.87762
1997-05-01,vlcc,34236.69671
1997-06-01,vlcc,36279.78481
1997-07-01,vlcc,38167.01189
1997-08-01,vlcc,45485.87277
1997-09-01,vlcc,42905.14117
1997-10-01,vlcc,50904.18522
1997-11-01,vlcc,47084.25648
1997-12-01,vlcc,36017.02082
1998-01-01,vlcc,31560.59806
1998-02-01,vlcc,37362.39837
1998-03-01,vlcc,41963.32449
1998-04-01,vlcc,38835.16013
1998-05-01,vlcc,43187.45627
1998-06-01,vlcc,38428.97508
1998-07-01,vlcc,44895.42658
1998-08-01,vlcc,38047.46942
1998-09-01,vlcc,25271.20756
1998-10-01,vlcc,29939.17698
1998-11-01,vlcc,27674.31133
1998-12-01,vlcc,31180.36855
1999-01-01,vlcc,29817.90568
1999-02-01,vlcc,32131.04634
1999-03-01,vlcc,30180.61674
1999-04-01,vlcc,17733.98811
1999-05-01,vlcc,19350.72593
1999-06-01,vlcc,23373.02759
1999-07-01,vlcc,18159.27207
1999-08-01,vlcc,15214.69836
1999-09-01,vlcc,17659.95957
1999-10-01,vlcc,17968.11965
1999-11-01,vlcc,15920.22239
1999-12-01,vlcc,18049.77289
2000-01-01,vlcc,22622.35999
2000-02-01,vlcc,24435.22724
2000-03-01,vlcc,29777.64528
2000-04-01,vlcc,40046.74317
2000-05-01,vlcc,47743.97581
2000-06-01,vlcc,51351.78098
2000-07-01,vlcc,54318.29749
2000-08-01,vlcc,70106.3488
2000-09-01,vlcc,70987.25531
2000-10-01,vlcc,73834.85652
2000-11-01,vlcc,89787.63585
2000-12-01,vlcc,86139.19682
2001-01-01,vlcc,73369.89913
2001-02-01,vlcc,54438.02774
2001-03-01,vlcc,61025.87855
2001-04-01,vlcc,49221.18998
2001-05-01,vlcc,34921.63307
2001-06-01,vlcc,26378.00266
2001-07-01,vlcc,29312.71662
2001-08-01,vlcc,27998.10748
2001-09-01,vlcc,42865.73305
2001-10-01,vlcc,33221.11693
2001-11-01,vlcc,19671.03987
2001-12-01,vlcc,18581.5669
2002-01-01,vlcc,18530.3399
2002-02-01,vlcc,19533.55059
2002-03-01,vlcc,14886.73788
2002-04-01,vlcc,10779.90276
2002-05-01,vlcc,19436.39276
2002-06-01,vlcc,12912.87796
2002-07-01,vlcc,15348.71083
2002-08-01,vlcc,11729.40983
2002-09-01,vlcc,12472.53163
2002-10-01,vlcc,35780.5915
2002-11-01,vlcc,44419.79652
2002-12-01,vlcc,64356.06528
2003-01-01,vlcc,74714.04566
2003-02-01,vlcc,58643.15057
2003-03-01,vlcc,76870.55879
2003-04-01,vlcc,51205.62788
2003-05-01,vlcc,41847.51962
2003-06-01,vlcc,38289.61628
2003-07-01,vlcc,20220.9747
2003-08-01,vlcc,21658.50133
2003-09-01,vlcc,53070.01174
2003-10-01,vlcc,27236.99888
2003-11-01,vlcc,85303.41326
2003-12-01,vlcc,91466.23225
2004-01-01,vlcc,93956.73328
2004-02-01,vlcc,86754.17292
2004-03-01,vlcc,69847.93185
2004-04-01,vlcc,61056.55397
2004-05-01,vlcc,64327.56809
2004-06-01,vlcc,80597.3482
2004-07-01,vlcc,85542.32514
2004-08-01,vlcc,70739.5749
2004-09-01,vlcc,71348.90745
2004-10-01,vlcc,147423.56993
2004-11-01,vlcc,204361.14307
2004-12-01,vlcc,135867.04612
2005-01-01,vlcc,47766.6986
2005-02-01,vlcc,98131.87075
2005-03-01,vlcc,60970.82595
2005-04-01,vlcc,50971.11894
2005-05-01,vlcc,40907.91977
2005-06-01,vlcc,30549.9683
2005-07-01,vlcc,46698.02232
2005-08-01,vlcc,33656.9215
2005-09-01,vlcc,47246.53548
2005-10-01,vlcc,72159.0286
2005-11-01,vlcc,119359.8779
2005-12-01,vlcc,102887.03864
2006-01-01,vlcc,85725.158
2006-02-01,vlcc,84111.60018
2006-03-01,vlcc,54763.46516
2006-04-01,vlcc,39103.91983
2006-05-01,vlcc,51154.20009
2006-06-01,vlcc,71459.03232
2006-07-01,vlcc,81398.59484
2006-08-01,vlcc,86494.67996
2006-09-01,vlcc,76939.91304
2006-10-01,vlcc,54460.84255
2006-11-01,vlcc,50220.28976
2006-12-01,vlcc,45803.458
2007-01-01,vlcc,57281.21507
2007-02-01,vlcc,54130.00689
2007-03-01,vlcc,71374.14374
2007-04-01,vlcc,47070.04201
2007-05-01,vlcc,62746.43769
2007-06-01,vlcc,46769.56388
2007-07-01,vlcc,34840.15669
2007-08-01,vlcc,31206.35929
2007-09-01,vlcc,27221.67078
2007-10-01,vlcc,28230.56048
2007-11-01,vlcc,57828.51665
2007-12-01,vlcc,193836.01162
2008-01-01,vlcc,113509.68956
2008-02-01,vlcc,83263.39625
2008-03-01,vlcc,82918.29489
2008-04-01,vlcc,89130.66044
2008-05-01,vlcc,152071.71784
2008-06-01,vlcc,145461.23617
2008-07-01,vlcc,154919.06912
2008-08-01,vlcc,62508.65885
2008-09-01,vlcc,78798.46106
2008-10-01,vlcc,75741.0306
2008-11-01,vlcc,60629.70439
2008-12-01,vlcc,70622.46872
2009-01-01,vlcc,53984.76865
2009-02-01,vlcc,43963.80757
2009-03-01,vlcc,35240.50332
2009-04-01,vlcc,20949.91063
2009-05-01,vlcc,13583.93501
2009-06-01,vlcc,30175.29107
2009-07-01,vlcc,18819.36335
2009-08-01,vlcc,17874.08534
2009-09-01,vlcc,13362.71212
2009-10-01,vlcc,24322.43795
2009-11-01,vlcc,29296.87213
2009-12-01,vlcc,40395.32588
2010-01-01,vlcc,61178.7072
2010-02-01,vlcc,38807.27732
2010-03-01,vlcc,43851.19508
2010-04-01,vlcc,48869.94276
2010-05-01,vlcc,40947.12098
2010-06-01,vlcc,54219.55531
2010-07-01,vlcc,23736.21537
2010-08-01,vlcc,18199.31494
2010-09-01,vlcc,14090.43376
2010-10-01,vlcc,13568.77071
2010-11-01,vlcc,26033.8981
2010-12-01,vlcc,21972.74553
2011-01-01,vlcc,19066.81997
2011-02-01,vlcc,29603.49124
2011-03-01,vlcc,34074.92372
2011-04-01,vlcc,17365.17792
2011-05-01,vlcc,16582.7377
2011-06-01,vlcc,19357.05169
2011-07-01,vlcc,12855.57759
2011-08-01,vlcc,9813.4741
2011-09-01,vlcc,7914.92658
2011-10-01,vlcc,12507.47087
2011-11-01,vlcc,20818.90362
2011-12-01,vlcc,22335.59425
2012-01-01,vlcc,31631.25879
2012-02-01,vlcc,23316.75154
2012-03-01,vlcc,32447.4603
2012-04-01,vlcc,36835.12749
2012-05-01,vlcc,36375.27171
2012-06-01,vlcc,21966.09687
2012-07-01,vlcc,7929.53894
2012-08-01,vlcc,4787.24884
2012-09-01,vlcc,8751.66846
2012-10-01,vlcc,8392.15614
2012-11-01,vlcc,19855.70927
2012-12-01,vlcc,23384.07591
2013-01-01,vlcc,16150.9967
2013-02-01,vlcc,4884.5836
2013-03-01,vlcc,6433.22792
2013-04-01,vlcc,6223.42687
2013-05-01,vlcc,15681.23196
2013-06-01,vlcc,17168.95573
2013-07-01,vlcc,21486.69439
2013-08-01,vlcc,9908.82797
2013-09-01,vlcc,11428.01021
2013-10-01,vlcc,18803.0429
2013-11-01,vlcc,44899.56775
2013-12-01,vlcc,49769.18526
2014-01-01,vlcc,39328.31637
2014-02-01,vlcc,36368.72933
2014-03-01,vlcc,20195.81246
2014-04-01,vlcc,19830.90111
2014-05-01,vlcc,12942.16514
2014-06-01,vlcc,16899.94714
2014-07-01,vlcc,28398.59884
2014-08-01,vlcc,27386.76888
2014-09-01,vlcc,16763.32345
2014-10-01,vlcc,30906.52421
2014-11-01,vlcc,49209.73019
2014-12-01,vlcc,64327.73156
2015-01-01,vlcc,67394.32851
2015-02-01,vlcc,51710.16012
2015-03-01,vlcc,43572.73329
2015-04-01,vlcc,54338.8943
2015-05-01,vlcc,64816.33395
2015-06-01,vlcc,62694.1179
2015-07-01,vlcc,71410.11738
2015-08-01,vlcc,34939.76686
2015-09-01,vlcc,57183.75971
2015-10-01,vlcc,83743.73632
2015-11-01,vlcc,72975.53629
2015-12-01,vlcc,106379.03074
2016-01-01,vlcc,69258.60498
2016-02-01,vlcc,47115.9927
2016-03-01,vlcc,56002.5261
2016-04-01,vlcc,50263.1137
2016-05-01,vlcc,42230.21006
2016-06-01,vlcc,34590.66095
2016-07-01,vlcc,23153.88099
2016-08-01,vlcc,18985.38394
2016-09-01,vlcc,16701.67094
2016-10-01,vlcc,39083.7385
2016-11-01,vlcc,44904.0407
2016-12-01,vlcc,54070.66728
2017-01-01,vlcc,38513.39606
2017-02-01,vlcc,27903.46141
2017-03-01,vlcc,15814.24209
2017-04-01,vlcc,24310.58699
2017-05-01,vlcc,15771.71341
2017-06-01,vlcc,15329.61314
2017-07-01,vlcc,13909.33513
2017-08-01,vlcc,8740.64296
2017-09-01,vlcc,8120.28444
2017-10-01,vlcc,21429.62702
2017-11-01,vlcc,18686.37551
2017-12-01,vlcc,10376.8315
2018-01-01,vlcc,8282.3079
2018-02-01,vlcc,5716.09107
2018-03-01,vlcc,6224.10436
2018-04-01,vlcc,3931.82029
2018-05-01,vlcc,3185.05809
2018-06-01,vlcc,8088.76533
2018-07-01,vlcc,7182.41077
2018-08-01,vlcc,11228.40394
2018-09-01,vlcc,10986.95344
2018-10-01,vlcc,33490.86846
2018-11-01,vlcc,45317.46697
2018-12-01,vlcc,40938.324
2019-01-01,vlcc,28066.64149
2019-02-01,vlcc,20901.874
2019-03-01,vlcc,27449.15408
2019-04-01,vlcc,10412.90419
2019-05-01,vlcc,9057.59666
2019-06-01,vlcc,15851.21614
2019-07-01,vlcc,12976.54643
2019-08-01,vlcc,29389.43452
2019-09-01,vlcc,33175.47842
2019-10-01,vlcc,142111.84529
2019-11-01,vlcc,77314.70687
2019-12-01,vlcc,95217.88619
2020-01-01,vlcc,71214.66171
2020-02-01,vlcc,26524.59831
2020-03-01,vlcc,159268.92218
2020-04-01,vlcc,171126.87578
2020-05-01,vlcc,58045.8697
2020-06-01,vlcc,45263.47171
2020-07-01,vlcc,29113.63636
2020-08-01,vlcc,21610.36031
2020-09-01,vlcc,19057.54831
2020-10-01,vlcc,15180.77398
2020-11-01,vlcc,12070.70823
2020-12-01,vlcc,19016.70272
2021-01-01,vlcc,8570.60233
2021-02-01,vlcc,1878.97598
2021-03-01,vlcc,371.44668
2021-04-01,vlcc,4398.07111
2021-05-01,vlcc,3843.11436
2021-06-01,vlcc,-121.69981
2021-07-01,vlcc,-597.44602
2021-08-01,vlcc,209.93293
2021-09-01,vlcc,2171.99224
2021-10-01,vlcc,6736.42779
2021-11-01,vlcc,5645.94942
2021-12-01,vlcc,3803.85495
2022-01-01,vlcc,-219.88514
2022-02-01,vlcc,-3978.15125
2022-03-01,vlcc,-6572.71196
2022-04-01,vlcc,6937.963
2022-05-01,vlcc,-6327.10971
2022-06-01,vlcc,-12025.12388
2022-07-01,vlcc,6998.63609
2022-08-01,vlcc,31758.42361
2022-09-01,vlcc,56465.65069
2022-10-01,vlcc,65506.14099
2022-11-01,vlcc,89585.38096
2022-12-01,vlcc,51817.21407
2023-01-01,vlcc,40527.88687
2023-02-01,vlcc,50645.13004
2023-03-01,vlcc,88869.57581
2023-04-01,vlcc,60214.35352
2023-05-01,vlcc,37793.85363
2023-06-01,vlcc,51700.43391
2023-07-01,vlcc,41524.28324
2023-08-01,vlcc,34448.99363
2023-09-01,vlcc,27471.13263
2023-10-01,vlcc,41637.77344
2023-11-01,vlcc,61989.36152
2023-12-01,vlcc,50440.74393
2024-01-01,vlcc,46937.0744
2024-02-01,vlcc,55293.13326
2024-03-01,vlcc,51485.12763
2024-04-01,vlcc,42816.21744
2024-05-01,vlcc,50813.81127
2024-06-01,vlcc,32310.88315
2024-07-01,vlcc,29058.02612
2024-08-01,vlcc,29730.32809
2024-09-01,vlcc,35742.95898
2024-10-01,vlcc,40190.18966
2024-11-01,vlcc,32417.48913
2024-12-01,vlcc,22196.75278
2025-01-01,vlcc,35550.83128
2025-02-01,vlcc,42586.91513
2025-03-01,vlcc,40657.44909
2025-04-01,vlcc,45970.9651
2025-05-01,vlcc,42756.44852
2025-06-01,vlcc,38554.53727
2025-07-01,vlcc,31309.60361
2025-08-01,vlcc,40585.63761
2025-09-01,vlcc,80813.18947
2025-10-01,vlcc,87453.34622
2025-11-01,vlcc,120247.86773
2025-12-01,vlcc,103282.33615
2026-01-01,vlcc,81508.95645
