,ImplicitDayrate,ImplicitDayrate,ImplicitDayrate,ImplicitDayrate,Count,Count,Count,Count
VesselType,Aframax/LR2,MR,Suezmax,VLCC,Aframax/LR2,MR,Suezmax,VLCC
Date,,,,,,,,
2020-10-06,23687.33768185431,,28809.18795846223,35576.62638882113,18.0,0.0,27.0,19.0
2020-10-07,23640.625713563724,,28752.22821127498,35502.68125877298,18.0,0.0,27.0,19.0
2020-10-08,23855.50201505169,,29014.244569334358,35842.83083155376,18.0,0.0,27.0,19.0
2020-10-09,23547.598975397268,,28925.667551816874,35904.68874673569,18.0,0.0,27.0,19.0
2020-10-10,23547.598975397268,,28925.667551816874,35904.68874673569,18.0,0.0,27.0,19.0
2020-10-11,23547.598975397268,,28925.667551816874,35904.68874673569,18.0,0.0,27.0,19.0
2020-10-12,23575.24718103107,,28959.888061077072,35949.42621460358,18.0,0.0,27.0,19.0
2020-10-13,23464.65347957527,,28823.004936185887,35770.47492095353,18.0,0.0,27.0,19.0
2020-10-14,23566.031258973235,,28948.481405965405,35934.51396234403,18.0,0.0,27.0,19.0
2020-10-15,23566.031258973235,,28948.481405965405,35934.51396234403,18.0,0.0,27.0,19.0
2020-10-16,23171.88519673079,,28993.03157994544,35857.451796553694,18.0,0.0,27.0,19.0
2020-10-17,23171.88519673079,,28993.03157994544,35857.451796553694,18.0,0.0,27.0,19.0
2020-10-18,23171.88519673079,,28993.03157994544,35857.451796553694,18.0,0.0,27.0,19.0
2020-10-19,23108.58520080579,,28912.47823701989,35752.70275879529,18.0,0.0,27.0,19.0
2020-10-20,23045.285636076733,,28831.925442819094,35647.95443458133,18.0,0.0,27.0,19.0
2020-10-21,22846.343038138704,,28578.758107181508,35318.74358079458,18.0,0.0,27.0,19.0
2020-10-22,22972.942598792757,,28739.864244307853,35528.240942766955,18.0,0.0,27.0,19.0
2020-10-23,22327.614735874544,,28601.296670329484,35354.892396189294,18.0,0.0,27.0,19.0
2020-10-24,22327.614735874544,,28601.296670329484,35354.892396189294,18.0,0.0,27.0,19.0
2020-10-25,22327.614735874544,,28601.296670329484,35354.892396189294,18.0,0.0,27.0,19.0
2020-10-26,22248.478602462343,,28496.847312393886,35219.03221992485,18.0,0.0,27.0,19.0
2020-10-27,22195.721319946744,,28427.214591567372,35128.45900901917,18.0,0.0,27.0,19.0
2020-10-28,21852.798773956547,,27974.601629499197,34539.73277822637,18.0,0.0,27.0,19.0
2020-10-29,21923.14181731068,,28067.445257267875,34660.497059433925,18.0,0.0,27.0,19.0
2020-10-30,20988.691693509067,,27958.162052872536,34500.74491899351,18.0,0.0,27.0,19.0
2020-10-31,20988.691693509067,,27958.162052872536,34500.74491899351,18.0,0.0,27.0,19.0
2020-11-01,20988.691693509067,,27958.162052872536,34500.74491899351,18.0,0.0,27.0,19.0
2020-11-02,21147.81883731582,,28181.851526161907,34791.4900476057,18.0,0.0,27.0,19.0
2020-11-03,21181.319246606043,,28228.943987761086,34852.69947155839,18.0,0.0,27.0,19.0
2020-11-04,21139.44393467145,,28170.078691455314,34776.18805645448,18.0,0.0,27.0,19.0
2020-11-05,21256.695367187232,,28334.90230705248,34990.42104028887,18.0,0.0,27.0,19.0
2020-11-06,20928.179520027585,,28254.64473884954,35075.47218385714,18.0,0.0,27.0,19.0
2020-11-07,20928.179520027585,,28254.64473884954,35075.47218385714,18.0,0.0,27.0,19.0
2020-11-08,20928.179520027585,,28254.64473884954,35075.47218385714,18.0,0.0,27.0,19.0
2020-11-09,21413.200876904102,,28950.6535541294,35987.17243283976,18.0,0.0,27.0,19.0
2020-11-10,21684.484487081678,,29339.947306760205,36497.10736959509,18.0,0.0,27.0,19.0
2020-11-11,21651.60169651357,,29292.760287504407,36435.29720820084,18.0,0.0,27.0,19.0
2020-11-12,21380.318086335985,,28903.4665348736,35925.36227144552,18.0,0.0,27.0,19.0
2020-11-13,22060.174178434583,,28837.080927029445,35823.30297731181,18.0,0.0,27.0,19.0
2020-11-14,22060.174178434583,,28837.080927029445,35823.30297731181,18.0,0.0,27.0,19.0
2020-11-15,22060.174178434583,,28837.080927029445,35823.30297731181,18.0,0.0,27.0,19.0
2020-11-16,22463.080565619166,,29385.613282323186,36541.39459976992,18.0,0.0,27.0,19.0
2020-11-17,22360.210901925362,,29245.56253924975,36358.052150870586,18.0,0.0,27.0,19.0
2020-11-18,22360.210901925362,,29245.56253924975,36358.052150870586,18.0,0.0,27.0,19.0
2020-11-19,22540.23301777337,,29490.651617884367,36678.90180071349,18.0,0.0,27.0,19.0
2020-11-20,22701.10241770962,,29583.834199704368,36715.46775352992,18.0,0.0,27.0,19.0
2020-11-21,22701.10241770962,,29583.834199704368,36715.46775352992,18.0,0.0,27.0,19.0
2020-11-22,22701.10241770962,,29583.834199704368,36715.46775352992,18.0,0.0,27.0,19.0
2020-11-23,22968.51628109396,,29945.62889682689,37187.55545820332,18.0,0.0,27.0,19.0
2020-11-24,23097.910192107516,,30120.69099066218,37415.98518011835,18.0,0.0,27.0,19.0
2020-11-25,22545.82997129249,,29373.76002100624,36441.352522926725,18.0,0.0,27.0,19.0
2020-11-26,22545.82997129249,,29373.76002100624,36441.352522926725,18.0,0.0,27.0,19.0
2020-11-27,22468.784505392294,,29200.395450205266,36164.73433571197,18.0,0.0,27.0,19.0
2020-11-28,22468.784505392294,,29200.395450205266,36164.73433571197,18.0,0.0,27.0,19.0
2020-11-29,22468.784505392294,,29200.395450205266,36164.73433571197,18.0,0.0,27.0,19.0
2020-11-30,22157.903468992165,,28781.267051154264,35618.91006755769,18.0,0.0,27.0,19.0
2020-12-01,22062.672442626277,,28652.87701462162,35451.70975880409,18.0,0.0,27.0,19.0
2020-12-02,22036.70060722687,,28617.86190428418,35406.11013583044,18.0,0.0,27.0,19.0
2020-12-03,22088.644690840563,,28687.892681514215,35497.31010657068,18.0,0.0,27.0,19.0
2020-12-04,22545.59250417841,,29219.215480304985,36157.6605034,18.0,0.0,27.0,19.0
2020-12-05,22545.59250417841,,29219.215480304985,36157.6605034,18.0,0.0,27.0,19.0
2020-12-06,22545.59250417841,,29219.215480304985,36157.6605034,18.0,0.0,27.0,19.0
2020-12-07,22528.208137555215,,29195.878510288676,36127.30661763616,18.0,0.0,27.0,19.0
2020-12-08,22458.670671062435,,29102.53063022343,36005.8910745808,18.0,0.0,27.0,19.0
2020-12-09,22415.209547266448,,29044.18792698403,35930.005998324326,18.0,0.0,27.0,19.0
2020-12-10,22736.820537033567,,29475.922150484406,36491.55324680227,18.0,0.0,27.0,19.0
2020-12-11,22587.119429079987,,29325.61103641453,36407.33853862143,18.0,0.0,27.0,19.0
2020-12-12,22587.119429079987,,29325.61103641453,36407.33853862143,18.0,0.0,27.0,19.0
2020-12-13,22587.119429079987,,29325.61103641453,36407.33853862143,18.0,0.0,27.0,19.0
2020-12-14,22535.15763969391,,29255.677792146253,36315.98425024228,18.0,0.0,27.0,19.0
2020-12-15,22535.15763969391,,29255.677792146253,36315.98425024228,18.0,0.0,27.0,19.0
2020-12-16,22569.798832617962,,29302.299954991773,36376.88710916171,18.0,0.0,27.0,19.0
2020-12-17,22517.837043231884,,29232.366710723494,36285.53282078257,18.0,0.0,27.0,19.0
2020-12-18,22269.323653363474,,29001.756896787243,36044.30340043509,18.0,0.0,27.0,19.0
2020-12-19,22269.323653363474,,29001.756896787243,36044.30340043509,18.0,0.0,27.0,19.0
2020-12-20,22269.323653363474,,29001.756896787243,36044.30340043509,18.0,0.0,27.0,19.0
2020-12-21,22140.096074935773,,28826.90102131928,35815.348311706686,18.0,0.0,27.0,19.0
2020-12-22,22010.86849650807,,28652.045145851313,35586.39322297827,18.0,0.0,27.0,19.0
2020-12-23,22183.172071346056,,28885.186498425774,35891.66691722554,18.0,0.0,27.0,19.0
2020-12-24,22243.477973356676,,28966.78549935305,35998.51209155814,18.0,0.0,27.0,19.0
2020-12-25,22218.687013275437,,28765.8566245887,35979.57591611611,18.0,0.0,27.0,19.0
2020-12-26,22218.687013275437,,28765.8566245887,35979.57591611611,18.0,0.0,27.0,19.0
2020-12-27,22218.687013275437,,28765.8566245887,35979.57591611611,18.0,0.0,27.0,19.0
2020-12-28,22156.313359931846,,28682.18875168203,35868.95844763491,18.0,0.0,27.0,19.0
2020-12-29,22121.729819941196,,28635.798471916616,35807.6257624415,18.0,0.0,27.0,19.0
2020-12-30,22078.50018881872,,28577.810345701964,35730.95954037812,18.0,0.0,27.0,19.0
2020-12-31,22113.083728809375,,28624.200625467383,35792.29222557152,18.0,0.0,27.0,19.0
2021-01-01,21555.72638532714,,28099.126990613146,34886.92891757079,18.0,0.0,27.0,19.0
2021-01-02,21555.72638532714,,28099.126990613146,34886.92891757079,18.0,0.0,27.0,19.0
2021-01-03,21555.72638532714,,28099.126990613146,34886.92891757079,18.0,0.0,27.0,19.0
2021-01-04,22770.910980851546,,29748.606305922618,37041.84706033644,18.0,0.0,27.0,19.0
2021-01-05,22877.754992686867,,29893.635290108345,37231.31629850634,18.0,0.0,27.0,19.0
2021-01-06,22717.48897493389,,29676.091813829767,36947.1124412515,18.0,0.0,27.0,19.0
2021-01-07,22770.910980851546,,29748.606305922618,37041.84706033644,18.0,0.0,27.0,19.0
2021-01-08,22744.748673707898,,29923.86922695351,37513.70544004584,18.0,0.0,27.0,19.0
2021-01-09,22744.748673707898,,29923.86922695351,37513.70544004584,18.0,0.0,27.0,19.0
2021-01-10,22744.748673707898,,29923.86922695351,37513.70544004584,18.0,0.0,27.0,19.0
2021-01-11,22542.756357448896,,29646.805232739243,37148.42185930402,18.0,0.0,27.0,19.0
2021-01-12,22753.531148609854,,29935.91576228955,37529.587697051335,18.0,0.0,27.0,19.0
2021-01-13,22656.926018545604,,29803.406745645225,37354.88665652933,18.0,0.0,27.0,19.0
2021-01-14,22735.966617577396,,29911.82326602789,37497.823940348026,18.0,0.0,27.0,19.0
2021-01-15,22407.162073518786,,29593.70113516029,37026.22380626213,18.0,0.0,27.0,19.0
2021-01-16,22407.162073518786,,29593.70113516029,37026.22380626213,18.0,0.0,27.0,19.0
2021-01-17,22407.162073518786,,29593.70113516029,37026.22380626213,18.0,0.0,27.0,19.0
2021-01-18,22407.162073518786,,29593.70113516029,37026.22380626213,18.0,0.0,27.0,19.0
2021-01-19,22328.477572424425,,29485.04880518405,36883.260050756886,18.0,0.0,27.0,19.0
2021-01-20,22302.249683316164,,29448.831745631825,36835.60597055377,18.0,0.0,27.0,19.0
2021-01-21,22310.992174057323,,29460.9039069293,36851.49041147215,18.0,0.0,27.0,19.0
2021-01-22,22315.334603939245,,29480.43539889457,36820.11592675255,18.0,0.0,27.0,19.0
2021-01-23,22315.334603939245,,29480.43539889457,36820.11592675255,18.0,0.0,27.0,19.0
2021-01-24,22315.334603939245,,29480.43539889457,36820.11592675255,18.0,0.0,27.0,19.0
2021-01-25,22210.39044580464,,29335.42312275075,36629.727617489865,18.0,0.0,27.0,19.0
2021-01-26,22201.645307798935,,29323.339054519212,36613.862303319256,18.0,0.0,27.0,19.0
2021-01-27,22079.210039630878,,29154.157489457208,36391.741852643565,18.0,0.0,27.0,19.0
2021-01-28,21991.75657451871,,29033.31392600403,36233.084928257995,18.0,0.0,27.0,19.0
2021-01-29,22062.182805951692,,29020.49977827308,36562.62740677208,18.0,0.0,27.0,19.0
2021-01-30,22062.182805951692,,29020.49977827308,36562.62740677208,18.0,0.0,27.0,19.0
2021-01-31,22062.182805951692,,29020.49977827308,36562.62740677208,18.0,0.0,27.0,19.0
2021-02-01,22132.104483653842,,29116.571400746416,36690.479573171506,18.0,0.0,27.0,19.0
2021-02-02,22193.286160026255,,29200.634356726605,36802.350599800506,18.0,0.0,27.0,19.0
2021-02-03,22341.86951676028,,29404.786268166423,37074.03607236975,18.0,0.0,27.0,19.0
2021-02-04,22324.38909733474,,29380.76836254809,37042.07303076989,18.0,0.0,27.0,19.0
2021-02-05,22475.283105548475,,29900.194482509945,37328.66900729493,18.0,0.0,27.0,19.0
2021-02-06,22475.283105548475,,29900.194482509945,37328.66900729493,18.0,0.0,27.0,19.0
2021-02-07,22475.283105548475,,29900.194482509945,37328.66900729493,18.0,0.0,27.0,19.0
2021-02-08,22631.502589254833,,30118.199673070503,37614.432262313254,18.0,0.0,27.0,19.0
2021-02-09,22605.465870690572,,30081.86528213856,37566.80480080593,18.0,0.0,27.0,19.0
2021-02-10,22813.75837768585,,30372.538677047454,37947.822221826085,18.0,0.0,27.0,19.0
2021-02-11,22709.612331108012,,30227.202268350782,37757.31388982242,18.0,0.0,27.0,19.0
2021-02-12,23008.54685963035,,30645.109655197928,38413.92820229386,18.0,0.0,27.0,19.0
2021-02-13,23008.54685963035,,30645.109655197928,38413.92820229386,18.0,0.0,27.0,19.0
2021-02-14,23008.54685963035,,30645.109655197928,38413.92820229386,18.0,0.0,27.0,19.0
2021-02-15,23008.54685963035,,30645.109655197928,38413.92820229386,18.0,0.0,27.0,19.0
2021-02-16,23424.517868934414,,31225.620136883797,39177.87678367474,18.0,0.0,27.0,19.0
2021-02-17,23363.85528372526,,31140.962154061886,39066.46734677441,18.0,0.0,27.0,19.0
2021-02-18,23077.87529230935,,30741.86130603135,38541.25283937155,18.0,0.0,27.0,19.0
2021-02-19,23372.483629152786,,30834.698614334437,38803.18815603715,18.0,0.0,27.0,19.0
2021-02-20,23372.483629152786,,30834.698614334437,38803.18815603715,18.0,0.0,27.0,19.0
2021-02-21,23372.483629152786,,30834.698614334437,38803.18815603715,18.0,0.0,27.0,19.0
2021-02-22,23162.489829546572,,30545.980459593717,38421.33114627605,18.0,0.0,27.0,19.0
2021-02-23,22996.24485988075,,30317.412087732973,38119.02790149711,18.0,0.0,27.0,19.0
2021-02-24,23022.494241288936,,30353.502072187126,38166.7603122226,18.0,0.0,27.0,19.0
2021-02-25,23118.741416825942,,30485.831250344578,38341.77813997481,18.0,0.0,27.0,19.0
2021-02-26,22767.401889532903,,29900.945380571684,38200.4343546535,18.0,0.0,27.0,19.0
2021-02-27,22767.401889532903,,29900.945380571684,38200.4343546535,18.0,0.0,27.0,19.0
2021-02-28,22767.401889532903,,29900.945380571684,38200.4343546535,18.0,0.0,27.0,19.0
2021-03-01,22838.696107341308,,29813.88282801126,38082.5667428599,19.0,0.0,27.0,19.0
2021-03-02,22977.203970317376,,30001.642958739314,38336.761428727994,19.0,0.0,27.0,19.0
2021-03-03,23176.308636359754,,30271.547622066217,38702.16557945307,19.0,0.0,27.0,19.0
2021-03-04,22951.233617014128,,29966.43775936291,38289.099688390954,19.0,0.0,27.0,19.0
2021-03-05,22834.21069968434,,29907.179726903778,38410.8046513429,19.0,0.0,27.0,19.0
2021-03-06,22834.21069968434,,29907.179726903778,38410.8046513429,19.0,0.0,27.0,19.0
2021-03-07,22834.21069968434,,29907.179726903778,38410.8046513429,19.0,0.0,27.0,19.0
2021-03-08,22834.21069968434,,29907.179726903778,38410.8046513429,19.0,0.0,27.0,19.0
2021-03-09,22799.814571579383,,29860.3226501468,38346.9010080863,19.0,0.0,27.0,19.0
2021-03-10,23126.578198610656,,30305.46543791853,38953.986380815564,19.0,0.0,27.0,19.0
2021-03-11,23410.346460493638,,30692.03660045383,39481.19181857833,19.0,0.0,27.0,19.0
2021-03-12,23615.18368100314,,30419.655732754836,39397.58139018516,19.0,0.0,27.0,19.0
2021-03-13,23615.18368100314,,30419.655732754836,39397.58139018516,19.0,0.0,27.0,19.0
2021-03-14,23615.18368100314,,30419.655732754836,39397.58139018516,19.0,0.0,27.0,19.0
2021-03-15,23921.165269658235,,30825.702872726662,39956.97813690883,19.0,0.0,27.0,19.0
2021-03-16,23667.637631898273,,30489.26376647611,39493.47791001341,19.0,0.0,27.0,19.0
2021-03-17,23702.606932495033,,30535.669122290295,39557.40892323224,19.0,0.0,27.0,19.0
2021-03-18,23711.349466077696,,30547.270737841576,39573.39205759584,19.0,0.0,27.0,19.0
2021-03-19,23711.27027707296,,30538.081531395008,39594.77351918995,19.0,0.0,27.0,19.0
2021-03-20,23711.27027707296,,30538.081531395008,39594.77351918995,19.0,0.0,27.0,19.0
2021-03-21,23711.27027707296,,30538.081531395008,39594.77351918995,19.0,0.0,27.0,19.0
2021-03-22,23693.78571473508,,30514.88906055068,39562.7842627691,19.0,0.0,27.0,19.0
2021-03-23,23247.92874982175,,29923.480224592033,38747.05708001126,19.0,0.0,27.0,19.0
2021-03-24,23396.54773812619,,30120.616503244913,39018.96614093054,19.0,0.0,27.0,19.0
2021-03-25,23562.651288768517,,30340.945252742127,39322.86445827067,19.0,0.0,27.0,19.0
2021-03-26,23923.405889310474,,30904.51903226452,40056.6546900936,19.0,0.0,27.0,19.0
2021-03-27,23923.405889310474,,30904.51903226452,40056.6546900936,19.0,0.0,27.0,19.0
2021-03-28,23923.405889310474,,30904.51903226452,40056.6546900936,19.0,0.0,27.0,19.0
2021-03-29,23225.83243261017,,29975.50089767365,38777.16876165033,19.0,0.0,27.0,19.0
2021-03-30,23077.5980418774,,29778.084502542755,38505.27794465868,19.0,0.0,27.0,19.0
2021-03-31,23103.75722321275,,29812.922917928492,38553.25899109426,19.0,0.0,27.0,19.0
2021-04-01,22687.607713299298,,29095.723583435516,38034.16696036733,20.0,0.0,27.0,20.0
2021-04-02,23322.033685283543,,29122.268262839214,37979.87063592704,20.0,0.0,27.0,20.0
2021-04-03,23322.033685283543,,29122.268262839214,37979.87063592704,20.0,0.0,27.0,20.0
2021-04-04,23322.033685283543,,29122.268262839214,37979.87063592704,20.0,0.0,27.0,20.0
2021-04-05,23205.90165926824,,28975.02900215295,37774.22799091757,20.0,0.0,27.0,20.0
2021-04-06,23292.489406500124,,29084.810225510162,37927.55463109717,20.0,0.0,27.0,20.0
2021-04-07,23439.688783235808,,29271.438566956516,38188.21028496204,20.0,0.0,27.0,20.0
2021-04-08,23379.07756661496,,29194.591972345548,38080.882002395876,20.0,0.0,27.0,20.0
2021-04-09,23541.62383034287,,28845.934253980096,37492.46062527035,20.0,0.0,27.0,20.0
2021-04-10,23541.62383034287,,28845.934253980096,37492.46062527035,20.0,0.0,27.0,20.0
2021-04-11,23541.62383034287,,28845.934253980096,37492.46062527035,20.0,0.0,27.0,20.0
2021-04-12,23010.044759545974,,28190.903916317446,36581.072248790915,20.0,0.0,27.0,20.0
2021-04-13,22921.44831815669,,28081.732280135577,36429.1743067621,20.0,0.0,27.0,20.0
2021-04-14,23151.799065768842,,28365.57853420844,36824.10895603703,20.0,0.0,27.0,20.0
2021-04-15,23204.956930602413,,28431.081515917558,36915.247721254316,20.0,0.0,27.0,20.0
2021-04-16,23441.982771303203,,28439.63291976625,36833.19561153155,20.0,0.0,27.0,20.0
2021-04-17,23441.982771303203,,28439.63291976625,36833.19561153155,20.0,0.0,27.0,20.0
2021-04-18,23441.982771303203,,28439.63291976625,36833.19561153155,20.0,0.0,27.0,20.0
2021-04-19,23782.896352978358,,28853.4712996639,37406.927008285886,20.0,0.0,27.0,20.0
2021-04-20,23639.35397239515,,28679.22377941166,37165.35619699472,20.0,0.0,27.0,20.0
2021-04-21,23818.781948124157,,28897.03317972696,37467.31971110868,20.0,0.0,27.0,20.0
2021-04-22,23720.096347578183,,28777.237749904256,37301.239418377096,20.0,0.0,27.0,20.0
2021-04-23,24173.90440305501,,28696.046195034953,37099.93917280748,20.0,0.0,27.0,20.0
2021-04-24,24173.90440305501,,28696.046195034953,37099.93917280748,20.0,0.0,27.0,20.0
2021-04-25,24173.90440305501,,28696.046195034953,37099.93917280748,20.0,0.0,27.0,20.0
2021-04-26,24127.88576598496,,28641.97881766491,37025.23402810495,20.0,0.0,27.0,20.0
2021-04-27,24017.441563656343,,28512.21773072648,36845.94253574818,20.0,0.0,27.0,20.0
2021-04-28,24247.53387127409,,28782.553586327238,37219.46683437865,20.0,0.0,27.0,20.0
2021-04-29,24450.014908876557,,29020.448912381024,37548.16790369939,20.0,0.0,27.0,20.0
2021-04-30,24489.713882584707,,29019.27039411592,37245.81119875885,20.0,0.0,27.0,20.0
2021-05-01,24489.713882584707,,29019.27039411592,37245.81119875885,20.0,0.0,27.0,20.0
2021-05-02,24489.713882584707,,29019.27039411592,37245.81119875885,20.0,0.0,27.0,20.0
2021-05-03,24785.934284296898,,29366.442756308203,37720.10830243301,20.0,0.0,27.0,20.0
2021-05-04,24582.28262018147,,29127.76159563637,37394.02882279534,20.0,0.0,27.0,20.0
2021-05-05,24693.365546700134,,29257.95155478776,37571.89067839651,20.0,0.0,27.0,20.0
2021-05-06,24647.080957200476,,29203.705695364108,37497.78151299957,20.0,0.0,27.0,20.0
2021-05-07,24791.436270852337,,29381.491766718296,37696.89851636396,20.0,0.0,27.0,20.0
2021-05-08,24791.436270852337,,29381.491766718296,37696.89851636396,20.0,0.0,27.0,20.0
2021-05-09,24791.436270852337,,29381.491766718296,37696.89851636396,20.0,0.0,27.0,20.0
2021-05-10,24865.515491305017,,29468.351002754836,37815.370401271,20.0,0.0,27.0,20.0
2021-05-11,24763.656342409104,,29348.91929434365,37652.471206449765,20.0,0.0,27.0,20.0
2021-05-12,24689.577121956416,,29262.060058307114,37533.99932154274,20.0,0.0,27.0,20.0
2021-05-13,24717.35705039966,,29294.63253068176,37578.42663145693,20.0,0.0,27.0,20.0
2021-05-14,24709.475073905356,,29178.365610119166,37779.88765363165,20.0,0.0,27.0,20.0
2021-05-15,24709.475073905356,,29178.365610119166,37779.88765363165,20.0,0.0,27.0,20.0
2021-05-16,24709.475073905356,,29178.365610119166,37779.88765363165,20.0,0.0,27.0,20.0
2021-05-17,24727.975933337384,,29199.939916267722,37809.711920923844,20.0,0.0,27.0,20.0
2021-05-18,24885.23345905729,,29383.321775716395,38063.2185484407,20.0,0.0,27.0,20.0
2021-05-19,25088.743353904927,,29620.63965772246,38391.28619972134,20.0,0.0,27.0,20.0
2021-05-20,25320.004317352963,,29890.31874176534,38764.08989640694,20.0,0.0,27.0,20.0
2021-05-21,25610.169435074797,,30279.12443286886,39305.97937993621,20.0,0.0,27.0,20.0
2021-05-22,25610.169435074797,,30279.12443286886,39305.97937993621,20.0,0.0,27.0,20.0
2021-05-23,25610.169435074797,,30279.12443286886,39305.97937993621,20.0,0.0,27.0,20.0
2021-05-24,25610.169435074797,,30279.12443286886,39305.97937993621,20.0,0.0,27.0,20.0
2021-05-25,25407.047320723137,,30041.67797223738,38977.68325329806,20.0,0.0,27.0,20.0
2021-05-26,25250.088762942858,,29858.195961282036,38723.99897708597,20.0,0.0,27.0,20.0
2021-05-27,25010.03439451265,,29577.576294020215,38336.01109309926,20.0,0.0,27.0,20.0
2021-05-28,25252.0012239635,,29833.133667753653,38801.59477693358,20.0,0.0,27.0,20.0
2021-05-29,25252.0012239635,,29833.133667753653,38801.59477693358,20.0,0.0,27.0,20.0
2021-05-30,25252.0012239635,,29833.133667753653,38801.59477693358,20.0,0.0,27.0,20.0
2021-05-31,25252.0012239635,,29833.133667753653,38801.59477693358,20.0,0.0,27.0,20.0
2021-06-01,25035.36763663947,,29580.234705116043,38877.10501422669,20.0,0.0,27.0,21.0
2021-06-02,24892.119430469396,,29413.006145650244,38641.381729468536,20.0,0.0,27.0,21.0
2021-06-03,24739.917997957036,,29235.32555202762,38390.92538815759,20.0,0.0,27.0,21.0
2021-06-04,24668.306068500064,,29214.141348467598,38300.766201035134,20.0,0.0,27.0,21.0
2021-06-05,24668.306068500064,,29214.141348467598,38300.766201035134,20.0,0.0,27.0,21.0
2021-06-06,24668.306068500064,,29214.141348467598,38300.766201035134,20.0,0.0,27.0,21.0
2021-06-07,24856.01775455306,,29433.97841282085,38609.96793067454,20.0,0.0,27.0,21.0
2021-06-08,24829.202042961522,,29402.57340315532,38565.796656205915,20.0,0.0,27.0,21.0
2021-06-09,24811.324333596425,,29381.636064480124,38536.34820377382,20.0,0.0,27.0,21.0
2021-06-10,25034.790585923518,,29643.34680783651,38904.44543409789,20.0,0.0,27.0,21.0
2021-06-11,25007.01673525563,,29840.723644422815,38957.30098591528,20.0,0.0,27.0,21.0
2021-06-12,25007.01673525563,,29840.723644422815,38957.30098591528,20.0,0.0,27.0,21.0
2021-06-13,25007.01673525563,,29840.723644422815,38957.30098591528,20.0,0.0,27.0,21.0
2021-06-14,24882.60037373286,,29693.33545206899,38751.64024392347,20.0,0.0,27.0,21.0
2021-06-15,24838.16674588348,,29640.69774422826,38678.19127980778,20.0,0.0,27.0,21.0
2021-06-16,24900.374502886305,,29714.391338405218,38781.0209503291,20.0,0.0,27.0,21.0
2021-06-17,24669.31590899421,,29440.67084003379,38399.0801727511,20.0,0.0,27.0,21.0
2021-06-18,24271.775628937077,,29237.922227233754,37884.6163859046,20.0,0.0,27.0,21.0
2021-06-19,24271.775628937077,,29237.922227233754,37884.6163859046,20.0,0.0,27.0,21.0
2021-06-20,24271.775628937077,,29237.922227233754,37884.6163859046,20.0,0.0,27.0,21.0
2021-06-21,24562.862633265577,,29587.543549841317,38368.331980536794,20.0,0.0,27.0,21.0
2021-06-22,24598.145881026023,,29629.921861358034,38426.96413146492,20.0,0.0,27.0,21.0
2021-06-23,24730.45784982299,,29788.840276951058,38646.834347970194,20.0,0.0,27.0,21.0
2021-06-24,24818.666389833605,,29894.786560932163,38793.41542424087,20.0,0.0,27.0,21.0
2021-06-25,24815.961719918658,,29888.67406683017,38955.62730582315,20.0,0.0,27.0,21.0
2021-06-26,24815.961719918658,,29888.67406683017,38955.62730582315,20.0,0.0,27.0,21.0
2021-06-27,24815.961719918658,,29888.67406683017,38955.62730582315,20.0,0.0,27.0,21.0
2021-06-28,24604.738553012703,,29635.012210100722,38602.53564357669,20.0,0.0,27.0,21.0
2021-06-29,24595.937377893388,,29624.44271407967,38587.8231402177,20.0,0.0,27.0,21.0
2021-06-30,24956.77716452262,,30057.781971316468,39191.021747320796,20.0,0.0,27.0,21.0
2021-07-01,25202.193694845766,,30352.50727851532,39887.55624675217,20.0,0.0,27.0,19.0
2021-07-02,25200.65494508256,,30563.63003964521,40520.64606732761,20.0,0.0,27.0,19.0
2021-07-03,25200.65494508256,,30563.63003964521,40520.64606732761,20.0,0.0,27.0,19.0
2021-07-04,25200.65494508256,,30563.63003964521,40520.64606732761,20.0,0.0,27.0,19.0
2021-07-05,25200.65494508256,,30563.63003964521,40520.64606732761,20.0,0.0,27.0,19.0
2021-07-06,25146.89561248988,,30498.40497483341,40427.902662670895,20.0,0.0,27.0,19.0
2021-07-07,25039.377801780127,,30367.955881927046,40242.41732746387,20.0,0.0,27.0,19.0
2021-07-08,24869.141481775256,,30161.41174400461,39948.73258191268,20.0,0.0,27.0,19.0
2021-07-09,24961.364226076945,,30450.317847494985,39857.91475020019,20.0,0.0,27.0,19.0
2021-07-10,24961.364226076945,,30450.317847494985,39857.91475020019,20.0,0.0,27.0,19.0
2021-07-11,24961.364226076945,,30450.317847494985,39857.91475020019,20.0,0.0,27.0,19.0
2021-07-12,24889.750151305805,,30362.683920367737,39735.42242366401,20.0,0.0,27.0,19.0
2021-07-13,24504.823859130567,,29891.650778549654,39077.02507336426,20.0,0.0,27.0,19.0
2021-07-14,24657.003981446025,,30077.873134864763,39337.32163230957,20.0,0.0,27.0,19.0
2021-07-15,24486.91991358423,,29869.741774428432,39046.40126161836,20.0,0.0,27.0,19.0
2021-07-16,24237.149213679993,,29636.95405942847,38767.16426635504,20.0,0.0,27.0,19.0
2021-07-17,24237.149213679993,,29636.95405942847,38767.16426635504,20.0,0.0,27.0,19.0
2021-07-18,24237.149213679993,,29636.95405942847,38767.16426635504,20.0,0.0,27.0,19.0
2021-07-19,24058.693619916296,,29417.779222280074,38460.30136403327,20.0,0.0,27.0,19.0
2021-07-20,24147.92141679814,,29527.366640854274,38613.732815194155,20.0,0.0,27.0,19.0
2021-07-21,24531.601581597628,,29998.59332455437,39273.48915261427,20.0,0.0,27.0,19.0
