Produsent,Modell,variant_id,hjuldrift,drivstoff,årstall,n_obs,median_pris,median_km,p25_pris,p75_pris,std_pris,hurtigpris,innbyttepris,km_slope_pct,km_slope_kilde
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2003,19,19900,329257,13942,32471,18419,19900,16915,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Diesel,2003,14,20721,292732,14658,25660,8082,20721,17613,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2004,25,23942,331500,14942,30000,10267,23942,20351,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Diesel,2004,36,18171,262314,11932,24900,9420,16421,15445,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Diesel,2005,50,20942,258246,13692,31942,11122,20942,17801,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2006,21,26942,277000,17500,41900,16452,26942,22901,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Diesel,2006,59,26942,239000,17942,35971,18353,21921,21921,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2007,112,31942,251152,21660,56182,22357,28442,27151,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Diesel,2007,108,26921,234084,16900,40475,20966,25942,22883,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2008,88,35000,243000,21942,52682,34647,35000,29750,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Diesel,2008,172,36942,232566,19942,52706,23844,28421,28421,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2009,44,69900,245900,38675,80475,24266,69900,59415,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Diesel,2009,266,41921,245436,27942,59900,24770,37000,35633,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2010,57,71899,239018,46900,91942,28958,69000,61114,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Diesel,2010,147,49900,239860,35000,67942,23449,46942,42415,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2011,46,79950,245000,60900,91932,41186,79950,67958,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Diesel,2011,158,58971,215514,42442,80692,27695,50720,50125,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2012,29,96900,220043,84900,119900,37603,96900,82365,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Diesel,2012,101,67192,213000,49942,87942,27217,59942,57113,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2013,53,119000,214000,95999,146942,39494,101942,101150,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Diesel,2013,152,89450,202500,70000,116942,31554,79921,76032,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2014,37,159900,184000,140000,179000,37194,159900,135915,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Diesel,2014,52,99450,197000,79000,122565,33061,87000,84532,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2015,29,159900,171500,134532,179900,32065,155000,135915,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Diesel,2015,46,129000,164206,110784,149900,38065,119900,109650,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2016,92,229467,160500,194858,254992,42893,214990,195047,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Diesel,2016,30,179450,153896,154826,203484,39742,179000,152532,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2017,83,238000,172300,218467,259900,41420,238000,202300,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Diesel,2017,35,209434,135000,178483,249500,54144,209434,178019,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2018,84,286217,129918,249900,305649,48113,279900,243284,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Diesel,2018,10,217216,148225,180383,237400,43371,217216,184634,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2019,51,312434,132753,284445,349000,39206,299900,265569,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Diesel,2019,6,244900,163000,239900,275874,22908,239900,208165,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2020,20,379450,118900,317400,395925,51578,359450,322532,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2021,11,348000,129000,328000,358500,18293,328000,295800,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Diesel,2023,10,479000,109000,459000,489000,18886,459000,407150,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Tohjul,Hybrid,2019,18,242261,107050,229922,249900,21757,239900,205922,-2.806e-06,variant
Audi,A4,ikke_klassifisert,Firehjul,Hybrid,2021,7,429900,47800,404900,439900,33094,404900,365415,-2.806e-06,variant
Audi,A4 allroad,ikke_klassifisert,Firehjul,Bensin,2010,11,81900,189000,72921,91450,26967,72921,69615,-2.907e-06,variant
Audi,A4 allroad,ikke_klassifisert,Firehjul,Bensin,2011,12,100918,181386,77036,126446,37513,99990,85780,-2.907e-06,variant
Audi,A4 allroad,ikke_klassifisert,Firehjul,Bensin,2013,14,122445,157000,95400,150206,55049,114900,104078,-2.907e-06,variant
Audi,A4 allroad,ikke_klassifisert,Firehjul,Bensin,2017,24,321717,127846,279882,369000,48938,286266,273459,-2.907e-06,variant
Audi,A4 allroad,ikke_klassifisert,Firehjul,Bensin,2018,17,349000,153000,309000,369000,29216,309000,296650,-2.907e-06,variant
Audi,A4 allroad,ikke_klassifisert,Firehjul,Diesel,2009,6,99450,203250,76500,114225,38127,69000,69000,-2.907e-06,variant
Audi,A4 allroad,ikke_klassifisert,Firehjul,Diesel,2010,130,71921,241250,56956,89900,27545,68500,61133,-2.907e-06,variant
Audi,A4 allroad,ikke_klassifisert,Firehjul,Diesel,2011,66,76900,237750,60461,89942,31457,76900,65365,-2.907e-06,variant
Audi,A4 allroad,ikke_klassifisert,Firehjul,Diesel,2012,39,91942,211000,75971,123400,42136,83921,78151,-2.907e-06,variant
Audi,A4 allroad,ikke_klassifisert,Firehjul,Diesel,2013,169,120000,201000,98000,146900,38591,119000,102000,-2.907e-06,variant
Audi,A4 allroad,ikke_klassifisert,Firehjul,Diesel,2014,178,144667,181100,119225,159990,35138,139000,122967,-2.907e-06,variant
Audi,A4 allroad,ikke_klassifisert,Firehjul,Diesel,2015,136,164761,155828,146682,189900,35054,159900,140047,-2.907e-06,variant
Audi,A4 allroad,ikke_klassifisert,Firehjul,Diesel,2016,103,199900,159000,166532,239900,52210,179990,169915,-2.907e-06,variant
Audi,A4 allroad,ikke_klassifisert,Firehjul,Diesel,2017,308,259217,141272,234532,288925,41351,249900,220334,-2.907e-06,variant
Audi,A4 allroad,ikke_klassifisert,Firehjul,Diesel,2018,265,274000,138061,249000,299900,39461,259990,232900,-2.907e-06,variant
Audi,A4 allroad,ikke_klassifisert,Firehjul,Diesel,2020,19,409900,104500,389900,429900,23047,389900,348415,-2.907e-06,variant
Audi,A4 allroad,ikke_klassifisert,Firehjul,Diesel,2022,5,479900,96000,479900,489900,22793,479900,407915,-2.907e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Bensin,2008,75,67942,206970,44171,84450,30409,44971,44971,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Bensin,2009,14,106942,184500,70400,129660,40743,99421,90901,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Bensin,2009,64,91921,177784,69192,119900,38542,82422,78133,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Bensin,2010,28,102494,196000,86900,127500,32970,70942,70942,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Bensin,2010,68,83971,183150,67925,129900,44456,83971,71375,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Bensin,2011,16,129495,182810,114211,161910,36464,114211,110071,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Bensin,2011,37,101942,155000,76900,119942,39077,89894,86651,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Bensin,2012,18,149471,198036,133182,166725,25335,133182,127050,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Bensin,2012,46,107942,183792,91848,129692,34738,103471,91751,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Bensin,2013,7,174305,162239,144495,239994,69180,144495,144495,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Bensin,2013,50,140900,153478,123932,179675,45556,132970,119765,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Bensin,2014,20,159000,174450,153076,169225,35753,153076,135150,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Bensin,2015,11,194434,125000,159483,202184,47335,159483,159483,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Bensin,2016,6,215872,139040,193748,243764,70151,193748,183491,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Bensin,2017,24,364950,103500,318675,386225,43208,318675,310208,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Bensin,2017,7,234900,184000,232216,247400,23013,232216,199665,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Bensin,2018,21,339000,107400,329000,349000,47003,319000,288150,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Bensin,2018,12,249450,142000,218000,260800,41696,218000,212032,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Bensin,2019,5,310000,65216,289000,324900,31413,289000,263500,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Diesel,2008,20,113450,210339,76206,191242,85263,76206,76206,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Diesel,2008,13,71942,235000,66900,109000,31278,66900,61151,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Diesel,2009,22,118421,182150,92706,167975,54124,114900,100658,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Diesel,2009,16,84900,218000,61410,99956,25131,57471,57471,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Diesel,2010,33,135000,205500,91942,169900,46645,76942,76942,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Diesel,2010,28,77971,215000,64192,107454,28372,63421,63421,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Diesel,2011,23,119942,221000,95900,141921,37840,95900,95900,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Diesel,2011,22,100921,188152,71942,110682,30899,64000,64000,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Diesel,2012,12,211942,194850,142432,252400,65977,119900,119900,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Diesel,2012,29,139900,169000,128942,169900,38242,139900,118915,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Diesel,2013,19,169900,182500,130921,193950,66955,166450,144415,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Diesel,2013,17,149942,199900,119990,158900,34557,119990,119990,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Diesel,2014,38,177971,187819,149225,199978,38674,148900,148900,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Diesel,2014,7,106900,209000,100921,120450,30571,100921,90865,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Diesel,2015,23,229000,137000,205000,241217,76301,205000,194650,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Diesel,2015,7,129000,150000,124000,150921,44954,124000,109650,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Diesel,2016,8,269761,118147,249742,287490,106831,249742,229297,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Diesel,2017,32,364217,129000,309742,389000,44923,314450,309584,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Diesel,2017,20,259100,90830,259000,280500,19388,259000,220235,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Firehjul,Diesel,2018,25,344900,127670,299900,369000,46948,299900,293165,-3.195e-06,variant
Audi,A5,ikke_klassifisert,Tohjul,Hybrid,2019,5,349000,56000,329000,359000,27375,329000,296650,-3.195e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Bensin,1998,6,12200,241100,10400,18082,8791,12200,10370,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Bensin,1999,11,16942,241000,10442,29442,25164,16942,14401,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Bensin,2000,12,12942,288553,11357,20401,40706,12921,11001,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Bensin,2001,9,26900,258758,18942,59999,36236,18942,18942,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Bensin,2001,5,19942,254343,15942,21942,7564,15942,15942,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Bensin,2002,11,19942,227525,14400,25921,9060,19942,16951,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Bensin,2002,6,21400,211516,12725,23400,11085,12725,12725,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Bensin,2003,13,26942,218850,19942,36942,15111,19942,19942,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Bensin,2004,34,19950,241650,13236,34236,29260,16942,16942,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Bensin,2005,29,36942,230000,17942,51942,30073,16942,16942,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Bensin,2005,26,29921,236900,17942,47468,19553,23942,23942,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Bensin,2006,12,40921,224215,28736,53706,18019,31000,31000,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Bensin,2006,28,21921,240500,11932,36650,12782,21921,18633,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Bensin,2007,5,29900,268985,25000,39900,16759,25000,25000,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Bensin,2007,21,24942,248000,16942,40942,13367,24942,21201,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Bensin,2008,6,28921,246742,23442,35182,18096,23442,23442,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Bensin,2009,6,83445,195450,53672,111650,45688,83445,70928,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Bensin,2009,5,44845,168300,19990,49900,22207,19990,19990,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Bensin,2010,10,62442,215500,36945,73748,20932,49975,49975,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Bensin,2011,5,133942,133300,129900,151845,23102,129900,113851,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Bensin,2012,17,183345,154000,151845,199950,81937,151845,151845,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Bensin,2012,13,130000,194000,119000,154990,27047,119000,110500,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Bensin,2013,12,169950,165988,140986,269000,70217,140986,140986,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Bensin,2013,27,139900,155516,120871,167000,45873,117971,117971,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Bensin,2014,10,150442,177349,142468,167728,19902,142468,127876,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Bensin,2016,13,259000,109850,249000,264000,44660,259000,220150,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2002,6,23442,301883,19192,32986,11162,23442,19926,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Diesel,2002,5,16942,316469,10942,19845,8044,16942,14401,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2003,5,14942,320000,14900,23000,11059,14900,12701,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Diesel,2003,8,16471,345629,10932,19900,6169,16471,14000,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Diesel,2004,11,16900,297000,10971,20971,8279,16900,14365,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2005,16,26900,287780,16942,51922,26943,19421,19421,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Diesel,2005,27,16942,286000,11700,29921,15751,16942,14401,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2006,94,36921,294783,21900,48977,20051,31941,31383,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Diesel,2006,62,24500,283350,16211,31942,14693,24500,20825,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2007,31,34900,293390,20921,41942,16391,21942,21942,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Diesel,2007,108,26942,250250,14728,41910,15491,22000,22000,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2008,40,39921,285010,31942,60932,41707,36942,33933,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Diesel,2008,133,34900,250000,19000,47900,19783,30221,29665,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2009,34,73470,232300,52192,99706,35755,69999,62450,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Diesel,2009,42,48371,238284,30275,77910,29226,34942,34942,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2010,22,87971,238000,60442,99900,29075,66942,66942,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Diesel,2010,66,49450,248850,35410,66868,24736,41871,41871,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2011,19,99000,230000,58450,116500,55710,89942,84150,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Diesel,2011,45,66942,223000,39900,105900,42946,59970,56901,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2012,197,169000,221558,141900,190942,43588,166900,143650,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Diesel,2012,159,119900,197854,97950,139900,35343,112000,101915,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2013,76,189900,204250,150675,229225,56075,189900,161415,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Diesel,2013,63,119000,204000,99921,139471,32873,102450,101150,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2014,88,237450,202750,189675,267692,60395,215471,201832,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Diesel,2014,77,149942,185000,139900,189900,38430,148500,127451,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2015,119,299000,165000,249000,346717,85051,269900,254150,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Diesel,2015,24,239000,152916,162326,269000,63236,192500,192500,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2016,165,304532,155700,249900,403434,99931,269990,258852,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Diesel,2016,15,209990,162220,204000,234990,25112,209990,178492,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2017,66,306467,148248,269000,379749,96488,279450,260497,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Diesel,2017,11,254434,150000,234532,264495,24154,254434,216269,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2018,57,329000,152150,298000,359000,49530,329000,279650,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2019,18,498500,104314,454749,526750,71531,449999,423725,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2020,7,529000,108300,476266,649000,94893,476266,449650,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Diesel,2024,10,784900,16800,762400,814900,33015,754900,667165,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Elektrisk,2025,16,854900,8750,817150,879225,82461,817150,726665,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Tohjul,Hybrid,2012,8,179900,105000,179900,184900,2588,179900,152915,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Hybrid,2019,45,419532,121920,399000,529990,84513,419000,356602,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Hybrid,2020,32,447400,103600,429900,519922,62697,439900,380290,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Hybrid,2021,24,529900,107200,499900,592175,91128,499900,450415,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Plug-in hybrid,2021,57,579000,61400,538000,599900,57925,554667,492150,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Plug-in hybrid,2022,6,679000,45200,601500,696500,66833,579000,577150,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Plug-in hybrid,2023,21,739900,34518,699900,769900,72085,699900,628915,-2.551e-06,variant
Audi,A6,ikke_klassifisert,Firehjul,Plug-in hybrid,2025,9,799000,8500,779000,799900,45381,779000,679150,-2.551e-06,variant
Audi,A6 allroad,ikke_klassifisert,Firehjul,Bensin,2001,7,29999,229000,23481,39421,21917,26962,25499,-2.909e-06,variant
Audi,A6 allroad,ikke_klassifisert,Firehjul,Bensin,2016,5,365000,186342,355000,379532,20135,365000,310250,-2.909e-06,variant
Audi,A6 allroad,ikke_klassifisert,Firehjul,Diesel,2001,8,18421,263500,15182,25900,9439,16942,15658,-2.909e-06,variant
Audi,A6 allroad,ikke_klassifisert,Firehjul,Diesel,2002,7,16942,350000,12921,24421,18294,12921,12921,-2.909e-06,variant
Audi,A6 allroad,ikke_klassifisert,Firehjul,Diesel,2003,13,31942,300000,19900,51900,29179,31942,27151,-2.909e-06,variant
Audi,A6 allroad,ikke_klassifisert,Firehjul,Diesel,2006,10,43894,294043,39910,57425,19590,41942,37310,-2.909e-06,variant
Audi,A6 allroad,ikke_klassifisert,Firehjul,Diesel,2007,124,47971,283744,31942,68182,27981,39942,39942,-2.909e-06,variant
Audi,A6 allroad,ikke_klassifisert,Firehjul,Diesel,2008,83,51900,283000,36921,68421,25652,45421,44115,-2.909e-06,variant
Audi,A6 allroad,ikke_klassifisert,Firehjul,Diesel,2009,30,75971,231800,56634,88475,25951,73942,64575,-2.909e-06,variant
Audi,A6 allroad,ikke_klassifisert,Firehjul,Diesel,2010,37,99900,227000,79942,111942,34266,99900,84915,-2.909e-06,variant
Audi,A6 allroad,ikke_klassifisert,Firehjul,Diesel,2011,20,116900,227650,91932,138875,36165,101942,99365,-2.909e-06,variant
Audi,A6 allroad,ikke_klassifisert,Firehjul,Diesel,2012,23,199000,182620,174450,224000,29318,199000,169150,-2.909e-06,variant
Audi,A6 allroad,ikke_klassifisert,Firehjul,Diesel,2013,224,188900,215795,156986,219999,64233,177971,160565,-2.909e-06,variant
Audi,A6 allroad,ikke_klassifisert,Firehjul,Diesel,2014,130,209995,192000,182565,239000,49969,191942,178496,-2.909e-06,variant
Audi,A6 allroad,ikke_klassifisert,Firehjul,Diesel,2015,126,242217,176000,219108,278975,58549,239942,205884,-2.909e-06,variant
Audi,A6 allroad,ikke_klassifisert,Firehjul,Diesel,2016,180,298967,164200,259784,339900,55615,279900,254122,-2.909e-06,variant
Audi,A6 allroad,ikke_klassifisert,Firehjul,Diesel,2017,116,309495,160050,287250,339000,46959,299900,263071,-2.909e-06,variant
